normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
COLONEL MOBUTU,MOBUTU,1,1,Person,Colonel Mobutu,True
COLONEL PORTILLO,COLONEL ANIBAL PORTILLO,1,1,Person,Colonel Portillo,True
COLONEL ROGER TRINQUIER,COLONEL ROGER TRINQUIER,1,1,Person,Colonel Roger Trinquier,False
COLONEL YANEZ,COLONEL YANEZ,1,1,Person,Colonel Yanez,False
COLONIAL SECRETARY MACLEOD,BRITISH COLONIAL SECRETARY MACLEOD,1,1,Person,Colonial Secretary Macleod,True
COMMITTEE OF NATIONAL UNITY,COMMITTEE OF NATIONAL UNION,1,1,PoliticalGroup,Committee of National Unity,True
COMMONWEALTH,COMMONWEALTH,1,1,Organization,Commonwealth,False
COMMONWEALTH PRIME MINISTERS CONFERENCE,COMMONWEALTH PRIME MINISTERS CONFERENCE,1,1,Other,Commonwealth Prime Ministers’ Conference,False
COMMONWEALTH RELATIONS OFFICE,COMMONWEALTH RELATIONS OFFICE,1,1,Organization,Commonwealth Relations Office,False
COMMUNIST,COMMUNIST,1,1,PoliticalGroup,Communist,False
COMMUNIST ELEMENTS,COMMUNIST ELEMENTS,1,1,PoliticalGroup,Communist elements,False
COMMUNIST PARTIES,COMMUNIST PARTIES,1,1,PoliticalGroup,Communist parties,False
CONFEDERATION OF COLOMBIAN WORKERS,CONFEDERATION OF COLOMBIAN WORKERS,1,1,Organization,Confederation of Colombian Workers,False
CONFERENCE OF THE PEOPLES OF THE PORTUGUESE COLONIES,CONFERENCE OF THE PEOPLES OF THE PORTUGUESE COLONIES,1,1,Document,Conference of the Peoples of the Portuguese Colonies,False
CONGOLESE FACTIONS,CONGOLESE FACTIONS,1,1,PoliticalGroup,Congolese factions,False
CONGOLESE PARLIAMENT,CONGOLESE PARLIAMENT,1,1,Government,Congolese parliament,False
CONSERVATIVE NATIONALIST PARTY,CONSERVATIVE NATIONALIST PARTY,1,1,PoliticalGroup,Conservative Nationalist party,False
CONSERVATIVE PARTY,CONSERVATIVE PARTY,1,1,PoliticalGroup,Conservative party,False
COUVE DE MURVILLE,COUVE DE MURVILLE,1,1,Person,Couve de Murville,False
CROWN PRINCE BADR,CROWN PRINCE BADR,1,1,Person,Crown Prince Badr,False
CROWN PRINCE FAYSAL,CROWN PRINCE FAYSAL,1,1,Person,Crown Prince Faysal,False
CROWN PRINCE MOULAY HASSAN,CROWN PRINCE MOULAY HASSAN,1,1,Person,Crown Prince Moulay Hassan,False
CUBAN COMMUNISTS,CUBAN COMMUNISTS,1,1,PoliticalGroup,Cuban Communists,False
CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,1,1,PoliticalGroup,Cuban Communists' Popular Socialist party,False
CUBAN EMBASSY,CUBAN EMBASSY,1,1,Organization,Cuban Embassy,False
CUBAN GOVERNMENT,CUBAN GOVERNMENT,1,1,Government,Cuban government,False
CUBAN NATIONAL DAY,CUBAN NATIONAL DAY,1,1,Other,Cuban National Day,False
CUBAN REVOLUTIONARY COUNCIL,CUBAN REVOLUTIONARY COUNCIL,1,1,PoliticalGroup,Cuban Revolutionary Council,False
CYPRUS GOVERNMENT,CYPRUS GOVERNMENT,1,1,Government,Cyprus government,False
CYRANKIEWICZ,CYRANKIEWICZ,1,1,Person,Cyrankiewicz,False
CYRILLE ADOULA,CYRILLE ADOULA,1,1,Person,Cyrille Adoula,False
CZECH OFFICIAL,CZECH OFFICIAL,1,1,Person,Czech official,False
CZECHOSLOVAK AIRLINES,CZECHOSLOVAK AIRLINES,1,1,Organization,Czechoslovak Airlines,False
DAGABUR,DAGABUR,1,1,Location,Dagabur,False
DAI VIET PARTY,DAI VIET PARTY,1,1,PoliticalGroup,Dai Viet party,False
DAUD,DAUD,1,1,Person,Daud,False
DEAN ACHESON,DEAN ACHESON,1,1,Person,Dean Acheson,False
DEFENSE LOAN FUND,DEFENSE LOAN FUND,1,1,Organization,Defense Loan Fund,False
DEFENSE MINISTER BOTELHO MONIZ,DEFENSE MINISTER BOTELHO MONIZ,1,1,Person,Defense Minister Botelho Moniz,False
DEFENSE MINISTER CASTILLO,DEFENSE MINISTER CASTILLO,1,1,Person,Defense Minister Castillo,False
DELGADO,GENERAL DELGADO,1,1,Person,Delgado,True
DEPUTY FOREIGN MINISTER HAJEK,DEPUTY FOREIGN MINISTER HAJEK,1,1,Person,Deputy Foreign Minister Hajek,False
DEPUTY FOREIGN MINISTER PUSHKIN,DEPUTY FOREIGN MINISTER PUSHKIN,1,1,Person,Deputy Foreign Minister Pushkin,False
DIEM REGIME,DIEM REGIME,1,1,Government,Diem regime,False
"DIRECTOR, FEDERAL BUREAU OF INVESTIGATION","DIRECTOR, FEDERAL BUREAU OF INVESTIGATION",1,1,Person,"Director, Federal Bureau of Investigation",False
"DIRECTOR, INTERNATIONAL COOPERATION ADMINISTRATION","DIRECTOR, INTERNATIONAL COOPERATION ADMINISTRATION",1,1,Person,"Director, International Cooperation Administration",False
"DIRECTOR, NATIONAL INDICATIONS CENTER","DIRECTOR, NATIONAL INDICATIONS CENTER",1,1,Person,"Director, National Indications Center",False
"DIRECTOR, NATIONAL SECURITY AGENCY","DIRECTOR, NATIONAL SECURITY AGENCY",1,1,Person,"Director, National Security Agency",False
"DIRECTOR, UNITED STATES INFORMATION AGENCY","DIRECTOR, UNITED STATES INFORMATION AGENCY",1,1,Person,"Director, United States Information Agency",False
DNEPROGES,DNEPROGES,1,1,Other,Dneproges,False
DOCTOR MATTHEWS,DOCTOR MATTHEWS,1,1,Person,Doctor Matthews,False
DOCTOR ZUMA,DOCTOR ZUMA,1,1,Person,Doctor Zuma,False
DOLINSK,DOLINSK,1,1,Military,Dolinsk,False
DOMINICAN DICTATOR TRUJILLO,DOMINICAN DICTATOR TRUJILLO,1,1,Person,Dominican dictator Trujillo,False
DOMINICAN MILITARY INTELLIGENCE SERVICE (SIM),DOMINICAN MILITARY INTELLIGENCE SERVICE (SIM),1,1,Organization,Dominican Military Intelligence Service (SIM),False
DOMINION PARTY,DOMINION PARTY,1,1,PoliticalGroup,Dominion party,False
DR. FABIO CASTILLO,DR. FABIO CASTILLO,1,1,Person,Dr. Fabio Castillo,False
DR. ISRAEL BAER,DR. ISRAEL BAER,1,1,Person,Dr. Israel Baer,False
DR. JOSE ANTONIO RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,1,1,Person,Dr. Jose Antonio Rodriguez Porth,False
DR. RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,1,1,Person,Dr. Rodriguez Porth,True
DRV,DRV,1,1,Country,DRV,False
DUTCH,DUTCH,1,1,Country,Dutch,False
EAST BERLIN,EAST BERLIN,1,1,Location,East Berlin,False
ECUADOREAN GOVERNMENT,ECUADOREAN GOVERNMENT,1,1,Government,Ecuadorean Government,False
EFTA,EFTA,1,1,Organization,EFTA,False
EIB,EIB,1,1,Organization,EIB,False
EISAKU SATO,EISAKU SATO,1,1,Person,Eisaku Sato,False
ELISABETHVILLE AIRPORT,ELISABETHVILLE AIRPORT,1,1,Location,Elisabethville airport,False
EMPEROR,EMPEROR,1,1,Person,Emperor,False
ENRIQUE GALVAO,HENRIQUE GALVAO,1,1,Person,Enrique Galvao,True
EOKA,EOKA,1,1,Organization,EOKA,False
EQUATEUR,EQUATEUR PROVINCE,1,1,Location,Equateur,True
ETHIOPIAN TROOPS,ETHIOPIAN TROOPS,1,1,Military,Ethiopian troops,False
EUROPEAN COMMON MARKET,EUROPEAN COMMON MARKET,1,1,Organization,European Common Market,False
EUROPEAN COMMON MARKET (EEC),COMMON MARKET,1,1,Organization,European Common Market (EEC),True
EVANGELICAL CHURCH,EVANGELICAL CHURCH,1,1,ReligiousGroup,Evangelical Church,False
EYSKENS,PREMIER EYSKENS,1,1,Person,Eyskens,True
EYSKENS GOVERNMENT,EYSKENS GOVERNMENT,1,1,Government,Eyskens government,False
EYSKENS SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,EYSKENS SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,1,1,Government,Eyskens' Social Christian - Liberal government,False
FABIO CASTILLO,DR. FABIO CASTILLO,1,1,Person,Fabio Castillo,True
FANFANI CABINET,FANFANI CABINET,1,1,Government,Fanfani cabinet,False
FAYSAL,FAYSAL,1,1,Person,Faysal,False
FAZIL KUCHUK,FAZIL KUCHUK,1,1,Person,Fazil Kuchuk,False
FELICIANO AVELAR,FELICIANO AVELAR,1,1,Person,Feliciano Avelar,False
FERNANDO POO ISLAND,FERNANDO POO ISLAND,1,1,Location,Fernando Poo Island,False
FEYZIOGLU,FEYZIOGLU,1,1,Person,Feyzioglu,False
FINANCE MINISTER MIZUTA,FINANCE MINISTER MIZUTA,1,1,Person,Finance Minister Mizuta,False
FINANCE MINISTER SHAHA,FINANCE MINISTER SHAHA,1,1,Person,Finance Minister Shaha,False
FLN,FLN,1,1,PoliticalGroup,FLN,False
FOREIGN MINISTER WIGNY,FOREIGN MINISTER WIGNY,1,1,Person,Foreign Minister Wigny,False
FRANCISCO CARLOS DE CASTRO NEVES,FRANCISCO CARLOS DE CASTRO NEVES,1,1,Person,Francisco Carlos de Castro Neves,False
FRANCOIS DUVALIER,FRANCOIS DUVALIER,1,1,Person,Francois Duvalier,False
FRANKFURT PAPER,FRANKFURT PAPER,1,1,Document,Frankfurt paper,False
FRENCH,FRENCH GOVERNMENT,1,1,Government,French,True
FRENCH AIR FORCE,FRENCH AIR FORCE,1,1,Military,French Air Force,False
FRENCH FOREIGN MINISTER COUVE DE MURVILLE,FRENCH FOREIGN MINISTER COUVE DE MURVILLE,1,1,Person,French Foreign Minister Couve de Murville,False
FRENCH MILITARY,FRENCH MILITARY,1,1,Military,French military,False
FRENCH REPRESENTATION IN LAOS,FRENCH REPRESENTATION IN LAOS,1,1,Organization,French representation in Laos,False
FRENCH TROOPS,FRENCH TROOPS,1,1,Military,French troops,False
FRONT FOR FRENCH ALGERIA,FRONT FOR FRENCH ALGERIA,1,1,PoliticalGroup,Front for French Algeria,False
G. P. MALALASEKERA,G. P. MALALASEKERA,1,1,Person,G. P. Malalasekera,False
GABREDARRE,GABREDARRE,1,1,Location,Gabredarre,False
GALVAO,GALVAO,1,1,Person,Galvao,False
GARY POWERS,GARY POWERS,1,1,Person,Gary Powers,False
GAVIN,GAVIN,1,1,Person,Gavin,False
GBENYE,GBENYE,1,1,Person,Gbenye,False
GENERAL ABBOUD,ABBOUD,1,1,Person,General Abboud,True
GENERAL ALEXANDER,GENERAL ALEXANDER,1,1,Person,General Alexander,False
GENERAL BELEZA FERRAZ,GENERAL BELEZA FERRAZ,1,1,Person,General Beleza Ferraz,False
GENERAL CHALLE,GENERAL MAURICE CHALLE,1,1,Person,General Challe,True
GENERAL CLARK,GENERAL CLARK,1,1,Person,General Clark,False
GENERAL CONFEDERATION OF LABOR,GENERAL CONFEDERATION OF LABOR,1,1,Organization,General Confederation of Labor,False
GENERAL DAWEE,GENERAL DAWEE,1,1,Person,General Dawee,False
GENERAL DELGADO,GENERAL DELGADO,1,1,Person,General Delgado,False
GENERAL FEDERATION OF BELGIAN WORKERS,GENERAL FEDERATION OF BELGIAN WORKERS,1,1,Organization,General Federation of Belgian Workers,False
GENERAL FEDERATION OF BELGIAN WORKERS (FGTB),GENERAL FEDERATION OF BELGIAN WORKERS (FGTB),1,1,Organization,General Federation of Belgian Workers (FGTB),False
GENERAL HEDAYAT,GENERAL HEDAYAT,1,1,Person,General Hedayat,False
GENERAL KHANH,GENERAL KHANH,1,1,Person,General Khanh,False
GENERAL MACARTHUR,GENERAL MACARTHUR,1,1,Person,General MacArthur,False
GENERAL MAURICE CHALLE,GENERAL MAURICE CHALLE,1,1,Person,General Maurice Challe,False
GENERAL MENGHISTU,GENERAL MENGHISTU,1,1,Person,General Menghistu,False
GENERAL MOBUTU,MOBUTU,1,1,Person,General Mobutu,True
GENERAL NGUYEN CHI THANH,GENERAL NGUYEN CHI THANH,1,1,Person,General Nguyen Chi Thanh,False
GENERAL TIMUR BAKHTIAR,GENERAL TIMUR BAKHTIAR,1,1,Person,General Timur Bakhtiar,False
GENERAL TORANZO MONTERO,GENERAL TORANZO MONTERO,1,1,Person,General Toranzo Montero,False
GENERAL VO NGUYEN GIAP,GENERAL VO NGUYEN GIAP,1,1,Person,General Vo Nguyen Giap,False
GENERALISSIMO RAFAEL TRUJILLO,GENERALISSIMO RAFAEL TRUJILLO,1,1,Person,Generalissimo Rafael Trujillo,False
GENEVA AGREEMENTS,GENEVA AGREEMENTS,1,1,Document,Geneva Agreements,False
GENEVA CO-CHAIRMEN,GENEVA CO-CHAIRMEN,1,1,Other,Geneva co-chairmen,False
GEORGIA,GEORGIA,1,1,Location,Georgia,False
GERMAN DEMOCRATIC UNION,GERMAN DEMOCRATIC UNION,1,1,PoliticalGroup,German Democratic Union,False
GERMAN FOREIGN MINISTRY,GERMAN FOREIGN MINISTRY,1,1,Government,German Foreign Ministry,False
GERMANY,GERMANY,1,1,Country,Germany,False
GHANAIAN UN TROOPS,GHANAIAN UN TROOPS,1,1,Military,Ghanaian UN troops,False
GIOVANNI MALAGODI,GIOVANNI MALAGODI,1,1,Person,Giovanni Malagodi,False
GIZENGAS REGIME,GIZENGA REGIME,1,1,PoliticalGroup,Gizenga's regime,True
GORKHA PARISHAD,GORKHA PARISHAD,1,1,PoliticalGroup,Gorkha Parishad,False
GOVERNMENT FORCES,GOVERNMENT FORCES,1,1,Government,Government forces,False
GREAT BRITAIN,BRITAIN,1,1,Country,Great Britain,True
GUANTANAMO,GUANTANAMO,1,1,Location,Guantanamo,False
GUILLAUME,GUILLAUME,1,1,Person,Guillaume,False
HAARETZ,HAARETZ,1,1,Organization,Haaretz,False
HABES MAJALLI,HABES MAJALLI,1,1,Person,Habes Majalli,False
HABIB BOURGUIBA,BOURGUIBA,1,1,Person,Habib Bourguiba,True
HANKOW,HANKOW,1,1,Location,Hankow,False
HARBIN,HARBIN,1,1,Location,Harbin,False
HAVANA,HAVANA,1,1,Location,Havana,False
HAYATO IKEDA,HAYATO IKEDA,1,1,Person,Hayato Ikeda,False
HO CHI MINH,HO CHI MINH,1,1,Person,Ho Chi Minh,False
HOLDEN ROBERTO,ROBERTO HOLDEN,1,1,Person,Holden Roberto,True
HONDURAS,HONDURAS,1,1,Country,Honduras,False
HOSSEIN QODS-NAKHAI,HOSSEIN QODS-NAKHAI,1,1,Person,Hossein Qods-Nakhai,False
HOXHA,ENVER HOXHA,1,1,Person,Hoxha,True
HUMBERTO DELGADO,HUMBERTO DELGADO,1,1,Person,Humberto Delgado,False
HUNGARY,HUNGARY,1,1,Country,Hungary,False
HUNZA,HUNZA,1,1,Location,Hunza,False
HUSAYN,KING HUSAYN,1,1,Person,Husayn,True
IBERIAN LIBERATION MOVEMENT,IBERIAN LIBERATION MOVEMENT,1,1,PoliticalGroup,Iberian Liberation Movement,False
IBRD,IBRD,1,1,Organization,IBRD,False
IKEDA GOVERNMENT,IKEDA GOVERNMENT,1,1,Government,Ikeda government,False
IL-14,IL-14,1,1,Other,IL-14,False
IMAM,IMAM,1,1,Person,Imam,False
IMAM OF YEMEN,IMAM OF YEMEN,1,1,Person,Imam of Yemen,False
INDIAN AMBASSADOR,INDIAN AMBASSADOR RATNAM,1,1,Person,Indian ambassador,True
INDIAN AMBASSADOR RATNAM,INDIAN AMBASSADOR RATNAM,1,1,Person,Indian Ambassador Ratnam,False
INDIAN CHAIRMAN,INDIAN CHAIRMAN OF THE ICC,1,1,Person,Indian chairman,True
INDIAN CHAIRMAN OF THE ICC,INDIAN CHAIRMAN OF THE ICC,1,1,Person,Indian chairman of the ICC,False
INDIAN GOVERNMENT,INDIAN GOVERNMENT,1,1,Government,Indian Government,False
INDIAN TROOPS,INDIAN TROOPS,1,1,Military,Indian troops,False
INDONESIAN COMMUNIST PARTY,INDONESIAN COMMUNIST PARTY,1,1,PoliticalGroup,Indonesian Communist Party,False
INDONESIAN PRESIDENT SUKARNO,INDONESIAN PRESIDENT SUKARNO,1,1,Person,Indonesian President Sukarno,False
INONU,INONU,1,1,Person,Inonu,False
INTER-AMERICAN CONFERENCE,INTER-AMERICAN CONFERENCE,1,1,Document,Inter-American Conference,False
INTER-AMERICAN DEVELOPMENT BANK,INTER-AMERICAN DEVELOPMENT BANK,1,1,Organization,Inter-American Development Bank,False
INTERIOR MINISTER MUNONGO,INTERIOR MINISTER MUNONGO,1,1,Person,Interior Minister Munongo,False
INTERNATIONAL CONTROL COMMISSION (ICC),INTERNATIONAL CONTROL COMMISSION,1,1,Organization,International Control Commission (ICC),True
INTERNATIONAL CONTROL COMMISSION FOR LAOS,INTERNATIONAL CONTROL COMMISSION,1,1,Organization,International Control Commission for Laos,True
INTERNATIONAL COOPERATION ADMINISTRATION,INTERNATIONAL COOPERATION ADMINISTRATION,1,1,Organization,International Cooperation Administration,False
INTERNATIONAL MONETARY FUND,INTERNATIONAL MONETARY FUND,1,1,Organization,International Monetary Fund,False
INTERNATIONAL RED CROSS,INTERNATIONAL RED CROSS,1,1,Organization,International Red Cross,False
IPC,IRAQ PETROLEUM COMPANY,1,1,Organization,IPC,True
IRANIAN GOVERNMENT,IRANIAN GOVERNMENT,1,1,Government,Iranian Government,False
IRAQ PETROLEUM COMPANY (IPC),IRAQ PETROLEUM COMPANY,1,1,Organization,Iraq Petroleum Company (IPC),True
IRAQI COMMUNISTS,IRAQI COMMUNISTS,1,1,PoliticalGroup,Iraqi Communists,False
IRAQI MILITARY COURTS,IRAQI MILITARY COURTS,1,1,Organization,Iraqi military courts,False
ITALIAN GOVERNMENT,ITALIAN GOVERNMENT,1,1,Government,Italian Government,False
ITALIAN LIBERAL PARTY,ITALIAN LIBERAL PARTY,1,1,PoliticalGroup,Italian Liberal party,False
ITALIAN SOCIAL MOVEMENT,ITALIAN SOCIAL MOVEMENT,1,1,PoliticalGroup,Italian Social Movement,False
JACQUES SOUSTELLE,JACQUES SOUSTELLE,1,1,Person,Jacques Soustelle,False
JOMO KENYATTA,JOMO KENYATTA,1,1,Person,Jomo Kenyatta,False
JORDANIAN AGENTS,JORDANIAN AGENTS,1,1,Other,Jordanian agents,False
JOSE ANTONIO RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,1,1,Person,Jose Antonio Rodriguez Porth,True
JOSE ENRIQUE VALIENTE,JOSE ENRIQUE VALIENTE,1,1,Person,Jose Enrique Valiente,False
JOSHUA NKOMO,JOSHUA NKOMO,1,1,Person,Joshua Nkomo,False
JULIUS NYERERE,JULIUS NYERERE,1,1,Person,Julius Nyerere,False
JULIUS RAAB,JULIUS RAAB,1,1,Person,Julius Raab,False
K. P. S. MENON,K. P. S. MENON,1,1,Person,K. P. S. Menon,False
KABALO,KABALO,1,1,Location,Kabalo,False
KACHIN,KACHIN,1,1,Other,Kachin,False
KADU,KENYA AFRICAN DEMOCRATIC UNION,1,1,PoliticalGroup,KADU,True
KAHAMA,KAHAMA,1,1,Person,Kahama,False
KAKWANGA,KAKWANGA,1,1,Location,Kakwanga,False
KAMINA AIR BASE,KAMINA AIR BASE,1,1,Location,Kamina air base,False
KANU,KENYA AFRICAN NATIONAL UNION,1,1,PoliticalGroup,KANU,True
KAPUSTIN YAR MISSILE TEST RANGE,KAPUSTIN YAR MISSILE TEST RANGE,1,1,Location,Kapustin Yar missile test range,False
KARACHI,KARACHI,1,1,Location,Karachi,False
KARAKORAM MOUNTAIN RANGE,KARAKORAM MOUNTAIN RANGE,1,1,Location,Karakoram mountain range,False
KARBALA,KARBALA,1,1,Location,Karbala,False
KAREN,KAREN,1,1,Other,Karen,False
KASAVUBU GOVERNMENT,KASAVUBU/MOBUTU GOVERNMENT,1,1,Government,Kasavubu government,True
KASHMIR,KASHMIR,1,1,Location,Kashmir,False
KATANGA REGIME,KATANGA REGIME,1,1,PoliticalGroup,Katanga regime,False
KATMANDU,KATMANDU,1,1,Location,Katmandu,False
KAZAKH REPUBLIC,KAZAKH REPUBLIC,1,1,Location,Kazakh Republic,False
KAZAKHSTAN,KAZAKHSTAN,1,1,Location,Kazakhstan,False
KEITA,KEITA,1,1,Person,Keita,False
KENYA AFRICAN DEMOCRATIC UNION,KENYA AFRICAN DEMOCRATIC UNION,1,1,PoliticalGroup,Kenya African Democratic Union,False
KENYA AFRICAN NATIONAL UNION,KENYA AFRICAN NATIONAL UNION,1,1,PoliticalGroup,Kenya African National Union,False
KENYATTA,JOMO KENYATTA,1,1,Person,Kenyatta,True
KEP AIRFIELD,KEP AIRFIELD,1,1,Location,Kep Airfield,False
KHAM KONG,KHAM KONG,1,1,Person,Kham Kong,False
KHAMSOUK,KHAMSOUK KEOLA,1,1,Person,Khamsouk,True
KHARKOV,KHARKOV,1,1,Location,Kharkov,False
KHARTOUM,KHARTOUM,1,1,Location,Khartoum,False
KIEV,KIEV,1,1,Location,Kiev,False
KIM IL-SUNG,KIM IL-SUNG,1,1,Person,Kim Il-sung,False
KIMBA,KIMBA,1,1,Person,Kimba,False
KING,KING,1,1,Other,King,False
KING MOHAMMED V,KING MOHAMMED V,1,1,Person,King Mohammed V,False
KING OF LAOS,KING OF LAOS,1,1,Person,King of Laos,False
KING SISAVANG VONG,KING SISAVANG VONG,1,1,Person,King Sisavang Vong,False
KIRKUK,KIRKUK,1,1,Location,Kirkuk,False
KISHI GOVERNMENT,KISHI GOVERNMENT,1,1,Government,Kishi government,False
KIVU PROVINCES,KIVU PROVINCE,1,1,Location,Kivu Provinces,True
KO CHONG-HUN,KO CHONG-HUN,1,1,Person,Ko Chong-hun,False
KOCO TASHKO,KOCO TASHKO,1,1,Person,Koco Tashko,False
KOIRALA,KOIRALA,1,1,Person,Koirala,False
KONG LAP,KONG LAP,1,1,Location,Kong Lap,False
KONGOLO,KONGOLO,1,1,Location,Kongolo,False
KRUG,KRUG,1,1,Organization,KRUG,False
KRUPP INDUSTRIAL ENTERPRISES,KRUPP INDUSTRIAL ENTERPRISES,1,1,Organization,Krupp industrial enterprises,False
KUCHUK,KUCHUK,1,1,Person,Kuchuk,False
KUMYKIN,KUMYKIN,1,1,Person,Kumykin,False
KUNMING,KUNMING,1,1,Location,Kunming,False
KUWAIT,KUWAIT,1,1,Country,Kuwait,False
KWANGTUNG,KWANGTUNG,1,1,Location,Kwangtung,False
KYAW DUN,KYAW DUN,1,1,Person,Kyaw Dun,False
LA PAZ,LA PAZ,1,1,Location,La Paz,False
LABOR UNION LEADERS,LABOR UNION LEADERS,1,1,Other,labor union leaders,False
LAI MING-TANG,LAI MING-TANG,1,1,Person,Lai Ming-tang,False
LAK SAO,LAK SAO,1,1,Location,Lak Sao,False
LAO GOVERNMENT,LAO GOVERNMENT,1,1,Government,Lao government,False
LAOTIAN MILITARY ESTABLISHMENT,LAOTIAN MILITARY ESTABLISHMENT,1,1,Military,Laotian military establishment,False
LAOTIAN NATIONAL MILITARY COMMITTEE,LAOTIAN NATIONAL MILITARY COMMITTEE,1,1,Organization,Laotian National Military Committee,False
LAS VILLAS PROVINCE,LAS VILLAS PROVINCE,1,1,Location,Las Villas Province,False
LATIN AMERICA,LATIN AMERICA,1,1,Location,Latin America,False
LATIN AMERICAN NATIONS,LATIN AMERICAN NATIONS,1,1,Other,Latin American nations,False
LE DUAN,LE DUAN,1,1,Person,Le Duan,False
LEAGUE OF RED CROSS SOCIETIES,LEAGUE OF RED CROSS SOCIETIES,1,1,Organization,League of Red Cross Societies,False
LEBANESE AUTHORITIES,LEBANESE AUTHORITIES,1,1,Government,Lebanese authorities,False
LEBANON,LEBANON,1,1,Country,Lebanon,False
LEFEVRE,THEO LEFEVRE,1,1,Person,Lefevre,True
LENINGRAD,LENINGRAD,1,1,Location,Leningrad,False
LEONID SEDOV,LEONID SEDOV,1,1,Person,Leonid Sedov,False
LEOPOLDVILLE GROUP,LEOPOLDVILLE GROUP,1,1,PoliticalGroup,Leopoldville group,False
LEOPOLDVILLE PROVINCE,LEOPOLDVILLE PROVINCE,1,1,Location,Leopoldville Province,False
LIBERAL-DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,1,1,PoliticalGroup,Liberal-Democratic party,False
LIBERAL-DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY (LDP),1,1,PoliticalGroup,Liberal-Democratic Party (LDP),False
LIBERALS,LIBERALS,1,1,PoliticalGroup,Liberals,False
LIBERATION ARMY OF SOUTH VIETNAM,LIBERATION ARMY OF SOUTH VIETNAM,1,1,Military,Liberation Army of South Vietnam,False
LIEGE,LIEGE,1,1,Location,Liege,False
LIFE ABROAD,LIFE ABROAD,1,1,Organization,Life Abroad,False
LIRI BELISHOVA,LIRI BELISHOVA,1,1,Person,Liri Belishova,False
LIU SHAO-CHI,LIU SHAO-CHI,1,1,Person,Liu Shao-chi,False
LOBITO,LOBITO,1,1,Location,Lobito,False
LOCKHEED,LOCKHEED,1,1,Organization,Lockheed,False
LOWER CONGO,LOWER CONGO,1,1,Location,Lower Congo,False
LT. COL. BUSIRI,LT. COL. BUSIRI,1,1,Person,Lt. Col. Busiri,False
LT. COL. JULIO RIVERA,JULIO RIVERA,1,1,Person,Lt. Col. Julio Rivera,True
LU TING-YI,LU TING-YI,1,1,Person,Lu Ting-yi,False
LUALABA,LUALABA,1,1,Location,Lualaba,False
LUCIO LARA,LUCIO LARA,1,1,Person,Lucio Lara,False
LULUABOURG,LULUABOURG,1,1,Location,Luluabourg,False
LUMUMBA COMMAND,LUMUMBA COMMAND,1,1,Organization,Lumumba command,False
LUXEMBOURG,LUXEMBOURG,1,1,Country,Luxembourg,False
M. A. SUSLOV,M. A. SUSLOV,1,1,Person,M. A. Suslov,False
MAHENDRA,KING MAHENDRA,1,1,Person,Mahendra,True
MAJALLI,MAJALLI,1,1,Person,Majalli,False
MAJLIS,MAJLIS,1,1,Government,Majlis,False
MAJOR GENERAL AKASH ZABIN,MAJOR GENERAL AKASH ZABIN,1,1,Person,Major General Akash Zabin,False
MAJOR GENERAL HASAN BASHIR NASR,MAJOR GENERAL HASAN BASHIR NASR,1,1,Person,Major General Hasan Bashir Nasr,False
MAKKI ABBAS,MAKKI ABBAS,1,1,Person,Makki Abbas,False
MALAYAN PRIME MINISTER RAHMAN,MALAYAN PRIME MINISTER RAHMAN,1,1,Person,Malayan Prime Minister Rahman,False
MANUEL GOMES DE ARAUJO,MANUEL GOMES DE ARAUJO,1,1,Person,Manuel Gomes de Araujo,False
MANZIKALA,MANZIKALA,1,1,Person,Manzikala,False
MAPAI,MAPAI,1,1,PoliticalGroup,Mapai,False
MAPAM,MAPAM,1,1,PoliticalGroup,Mapam,False
MARCELLO CAETANO,MARCELLO CAETANO,1,1,Person,Marcello Caetano,False
MARCENIO CAETANO,MARCENIO CAETANO,1,1,Person,Marcenio Caetano,False
MARIO MENDEZ MONTENEGRO,MARIO MENDEZ MONTENEGRO,1,1,Person,Mario Mendez Montenegro,False
MARIO SILVA,MARIO SILVA,1,1,Person,Mario Silva,False
MARSHAL ALPHONSE JUIN,MARSHAL ALPHONSE JUIN,1,1,Person,Marshal Alphonse Juin,False
MARSHAL CRAVEIRO LOPES,MARSHAL CRAVEIRO LOPES,1,1,Person,Marshal Craveiro Lopes,False
MASMOUDI,MASMOUDI,1,1,Person,Masmoudi,False
MASSA,MASSA,1,1,Person,Massa,False
MATHIAS,MATHIAS,1,1,Person,Mathias,False
MAUNG MAUNG,BRIGADIER MAUNG MAUNG,1,1,Person,Maung Maung,True
MAURICE CHALLE,GENERAL MAURICE CHALLE,1,1,Person,Maurice Challe,True
MBOYA,MBOYA,1,1,Person,Mboya,False
MCCLOY,MCCLOY,1,1,Person,McCloy,False
