alias,canonical_label,notes
EGYPTIAN ARMY HEADQUARTERS,EGYPTIAN ARMY,lexical_context_similarity
NATIONALIST AIRCRAFT,CHINESE NATIONALIST,lexical_context_similarity
W. DAHANAYAKE,WIJEYANANDA DAHANAYAKE,lexical_context_similarity
RAZAK,ABDUL RAZAK,lexical_context_similarity
GENERAL MAXWELL TAYLOR,GENERAL TAYLOR,lexical_context_similarity
GLEISSNER,HEINRICH GLEISSNER,lexical_context_similarity
INDIAN CHARGE,INDIAN CHARGE IN BAGHDAD,lexical_context_similarity
SULH,SAMI SULH,lexical_context_similarity
EX-PREMIER KEKKONEN,KEKKONEN,lexical_context_similarity
NORTH VIETNAMESE ARMY,NORTH VIETNAMESE,lexical_context_similarity
YUGOSLAV UNION OF COMMUNISTS,YUGOSLAV COMMUNIST PARTY,lexical_context_similarity
SECRETARY GENERAL DAG HAMMARSKJOLD,HAMMARSKJOLD,lexical_context_similarity
SYRIAN,SYRIAN GOVERNMENT,lexical_context_similarity
MOROCCAN NATIONALIST PARTIES,MOROCCAN NATIONALISTS,lexical_context_similarity
LT. GEN. CHOI YONG-NOK,CHOI KYONG-NOK,lexical_context_similarity
SHEIKH,LT. GEN. SHEIKH,lexical_context_similarity
YUGOSLAV COMMUNISTS,YUGOSLAV COMMUNIST PARTY,lexical_context_similarity
SOVIET LEADERSHIP,SOVIET LEADERS,lexical_context_similarity
FINNISH PREMIER KEKKONEN,KEKKONEN,lexical_context_similarity
FREE DEMOCRATS,FREE DEMOCRATIC PARTY,lexical_context_similarity
PRIME MINISTER OF BURMA,PRIME MINISTER NU,lexical_context_similarity
SENUSSI,SENUSSI TRIBES,lexical_context_similarity
COLONEL ABDUL GAMAL NASR,NASR,lexical_context_similarity
DESAI,MORARJI DESAI,lexical_context_similarity
NICARAGUAN PRESIDENT LUIS SOMOZA,SOMOZA,lexical_context_similarity
BOLIVIAN MINING CORPORATION,BOLIVIAS NATIONALIZED MINING CORPORATION,lexical_context_similarity
DR. MARTIN NIEMOELLER,PASTOR MARTIN NIEMOELLER,lexical_context_similarity
DUCLOS,JACQUES DUCLOS,lexical_context_similarity
KAREN,KARENS,lexical_context_similarity
SAVANG,CROWN PRINCE SAVANG,lexical_context_similarity
I. I. KUZMIN,IOSEF KUZMIN,lexical_context_similarity
SOVIET EMBASSY IN WASHINGTON,SOVIET EMBASSY,lexical_context_similarity
AMERICAN EMBASSY IN TAIPEI,US EMBASSY IN TAIPEI,lexical_context_similarity
GERO,ERNO GERO,lexical_context_similarity
ABADAN REFINERIES,ABADAN REFINERY,lexical_context_similarity
KYONHYANG SINMUN,KYONGHYANG SINMUN,lexical_context_similarity
NEHRU WING OF THE CONGRESS PARTY,CONGRESS PARTY,lexical_context_similarity
MAJOR CHE GUEVARA,CHE GUEVARA,lexical_context_similarity
MAHMUD FAWZI,FAWZI,lexical_context_similarity
BRAZILIAN FOREIGN OFFICE,BRAZILIAN FOREIGN MINISTRY,lexical_context_similarity
42ND ARMY,CHINESE COMMUNIST 42ND ARMY,lexical_context_similarity
HOFFMAN,HOFFMANN,lexical_context_similarity
BOGOMOLOV,ALEXANDER BOGOMOLOV,lexical_context_similarity
WEST GERMAN SOCIAL DEMOCRATIC PARTY (SPD),SOCIAL DEMOCRATIC PARTY,lexical_context_similarity
FRENCH-VIETNAMESE FORCES,FRENCH-VIETNAMESE TROOPS,lexical_context_similarity
LEBANESE COMMANDING GENERAL CHEHAB,GENERAL CHEHAB,lexical_context_similarity
STANDARD OIL,STANDARD OIL COMPANY OF NEW JERSEY,lexical_context_similarity
HAKIM AMIR,AMIR,lexical_context_similarity
FIELD MARSHAL MONTGOMERY,MONTGOMERY,lexical_context_similarity
BANDA,DR. HASTINGS BANDA,lexical_context_similarity
TRUJILLO GROUP,TRUJILLO REGIME,lexical_context_similarity
AMERICAN AMBASSADOR SPARKS,AMBASSADOR SPARKS,lexical_context_similarity
IRANIAN SHAH,SHAH,lexical_context_similarity
AMR,AMR PASHA,lexical_context_similarity
SHAH MAHMOUD KHAN,SHAH MAHMUD,lexical_context_similarity
COMMUNIST BLOC,SOVIET BLOC,lexical_context_similarity
FEDERATION OF MALAYA,MALAYA,lexical_context_similarity
AMERICAN CONSTRUCTION COMPANY,AMERICAN CONSTRUCTION FIRM,lexical_context_similarity
GERMAN GOVERNMENT,WEST GERMAN GOVERNMENT,lexical_context_similarity
SOMSANITH REGIME,SOMSANITH GOVERNMENT,lexical_context_similarity
MATHIAS,MARCELLO MATHIAS,lexical_context_similarity
COLONEL KIM,LT. COL. KIM CHONG-PIL,lexical_context_similarity
CHINESE NATIONALIST KUOMINTANG,KUOMINTANG,lexical_context_similarity
SOVIET AMBASSADOR LAVRENTIEV,SOVIET AMBASSADOR LAVRENTYEV,lexical_context_similarity
CHINESE NATIONALIST MILITARY AUTHORITIES,CHINESE NATIONALIST,lexical_context_similarity
GLENN,WILLIAM GLENN,lexical_context_similarity
INDIAN COMMUNISTS,INDIAN COMMUNIST PARTY,lexical_context_similarity
MYERSON,GOLDA MYERSON,lexical_context_similarity
SANTA FE,SANTA FE PROVINCE,lexical_context_similarity
AMERICAN EMBASSY IN STOCKHOLM,AMERICAN EMBASSY,lexical_context_similarity
CHUKHOTSK PENINSULA,CHUKOTSK PENINSULA,lexical_context_similarity
NAIF,AMIR NAIF,lexical_context_similarity
ZONE A OF TRIESTE,ZONE A,lexical_context_similarity
COMMUNISTS IN GUATEMALA,GUATEMALAN COMMUNISTS,lexical_context_similarity
AFRO-ASIAN STATES,AFRO-ASIAN BLOC,lexical_context_similarity
INDIAN PRAJA SOCIALISTS,INDIAN PRAJA SOCIALIST PARTY,lexical_context_similarity
LECOEUR,AUGUSTE LECOEUR,lexical_context_similarity
JIMENEZ,ANTONIO NUNEZ JIMENEZ,lexical_context_similarity
COLOMBIAN COMMUNIST PARTY,COMMUNIST PARTY OF COLOMBIA,lexical_context_similarity
DANIEL FIGNOLE,DANIEL FIGNOLÉ,lexical_context_similarity
DR. GHOLAM MOSSADEQ,MOSSADEQ,lexical_context_similarity
GREEK DEPUTY PRIME MINISTER,DEPUTY PRIME MINISTER VENIZELOS,lexical_context_similarity
PRESIDENT VILLEDA MORALES,RAMON VILLEDA MORALES,lexical_context_similarity
COLOMBIAN PRESIDENT,LLERAS CAMARGO,lexical_context_similarity
N. S. KHRUSHCHEV,KHRUSHCHEV,lexical_context_similarity
US EMBASSY AT THE HAGUE,AMERICAN EMBASSY,lexical_context_similarity
MANLEY,NORMAN MANLEY,lexical_context_similarity
GOVERNOR GENERAL SOUSTELLE,JACQUES SOUSTELLE,lexical_context_similarity
ECONOMICS MINISTRY,FEDERAL MINISTRY OF ECONOMICS,lexical_context_similarity
DEMOCRATIC PARTY OF GUINEA,GUINEAN DEMOCRATIC PARTY,lexical_context_similarity
WAFDIST GOVERNMENT,WAFD PARTY,lexical_context_similarity
DOMINICAN DICTATOR TRUJILLO,TRUJILLO,lexical_context_similarity
THE UNITED STATES,UNITED STATES,lexical_context_similarity
CASTRO GOVERNMENT,CASTRO REGIME,lexical_context_similarity
FARKAS,MIHALY FARKAS,lexical_context_similarity
KIM IL-SONG,KIM IL-SUNG,lexical_context_similarity
FRENCH HEADQUARTERS IN HANOI,FRENCH HEADQUARTERS IN INDOCHINA,lexical_context_similarity
POPULAR RESISTANCE FORCE,POPULAR RESISTANCE FORCES,lexical_context_similarity
MAYOR BRANDT,WILLY BRANDT,lexical_context_similarity
WEST GERMAN FEDERAL REPUBLIC,GERMAN FEDERAL REPUBLIC,lexical_context_similarity
SOUTH AFRICAN EXTERNAL AFFAIRS DEPARTMENT,SOUTH AFRICAN MINISTRY OF EXTERNAL AFFAIRS,lexical_context_similarity
COCHRAN,US AMBASSADOR COCHRAN,lexical_context_similarity
UNITED STATES EMBASSY IN SANTIAGO,US EMBASSY IN SANTIAGO,lexical_context_similarity
US AMBASSADOR BERNBAUM,AMERICAN AMBASSADOR,lexical_context_similarity
"ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF THE ARMY","ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, DEPARTMENT OF ARMY",token_bag_match
"DIRECTOR OF NAVAL INTELLIGENCE, DEPARTMENT OF THE NAVY","DIRECTOR OF NAVAL INTELLIGENCE, DEPARTMENT OF NAVY",token_bag_match
THE DEPARTMENT OF COMMERCE,DEPARTMENT OF COMMERCE,token_bag_match
THE ATTORNEY GENERAL,ATTORNEY GENERAL,person_title_variant
THE DEPARTMENT OF STATE,DEPARTMENT OF STATE,token_bag_match
THE DEPARTMENT OF DEFENSE,DEPARTMENT OF DEFENSE,token_bag_match
THE SECRETARY OF COMMERCE,SECRETARY OF COMMERCE,token_bag_match
THE SECRETARY OF STATE,SECRETARY OF STATE,token_bag_match
A. A. GROMYKO,GROMYKO,person_title_variant
ABD AL-RAHMAN,PRINCE ABD AL-RAHMAN,person_title_variant
ABDI,MAJOR GENERAL ABDI,person_title_variant
ABDUL NASR,NASR,person_title_variant
ABDULLAH,KING ABDULLAH,person_title_variant
ACHESON,SECRETARY ACHESON,person_title_variant
ADMIRAL BRIGGS,AMBASSADOR BRIGGS,person_title_variant
ADMIRAL KUZNETSOV,KUZNETSOV,person_title_variant
ADMIRAL ROJAS,ROJAS,person_title_variant
AFSHARTUS,GENERAL AFSHARTUS,person_title_variant
ALAVI-MOQADAM,GENERAL ALAVI-MOQADAM,person_title_variant
ALDRICH,AMBASSADOR ALDRICH,person_title_variant
ALESSANDRI,GENERAL ALESSANDRI,person_title_variant
ALEXANDER,GENERAL ALEXANDER,person_title_variant
ALLAL EL FASSI,ALLAL EL-FASSI,person_title_variant
ALLEN,AMBASSADOR ALLEN,person_title_variant
AMBASSADOR ACHILLES,ACHILLES,person_title_variant
AMBASSADOR ALLISON,ALLISON,person_title_variant
AMBASSADOR BEAULAC,BEAULAC,person_title_variant
AMBASSADOR BOHLEN,BOHLEN,person_title_variant
AMBASSADOR CANNON,CANNON,person_title_variant
AMBASSADOR CHAPIN,CHAPIN,person_title_variant
AMBASSADOR DEAN,DEAN,person_title_variant
AMBASSADOR DULLES,SECRETARY DULLES,person_title_variant
AMBASSADOR FARLAND,FARLAND,person_title_variant
AMBASSADOR HARRIMAN,HARRIMAN,person_title_variant
AMBASSADOR HILDRETH,HILDRETH,person_title_variant
AMBASSADOR HUSSEIN,HUSSEIN,person_title_variant
AMBASSADOR LAWSON,LAWSON,person_title_variant
AMBASSADOR MASUD-ANSARI,MASUD-ANSARI,person_title_variant
AMBASSADOR MCCLOY,MCCLOY,person_title_variant
AMBASSADOR MCCONAUGHY,MCCONAUGHY,person_title_variant
AMBASSADOR MILLS,MILLS,person_title_variant
AMBASSADOR MURPHY,MURPHY,person_title_variant
AMBASSADOR NUFER,NUFER,person_title_variant
AMBASSADOR REINHARDT,REINHARDT,person_title_variant
AMBASSADOR RIDDLEBERGER,RIDDLEBERGER,person_title_variant
AMBASSADOR ROUNTREE,ROUNTREE,person_title_variant
AMBASSADOR RUSSELL,RUSSELL,person_title_variant
AMBASSADOR TAPPIN,TAPPIN,person_title_variant
AMBASSADOR WARREN,WARREN,person_title_variant
AMER,GENERAL AMER,person_title_variant
AMIR-AZIZI,GENERAL AMIR-AZIZI,person_title_variant
AROSEMENA,PRESIDENT AROSEMENA,person_title_variant
ARSHAD AL UMARI,ARSHAD AL-UMARI,person_title_variant
AUGUSTIN GUILLAUME,GENERAL AUGUSTIN GUILLAUME,person_title_variant
AUNG GYI,BRIGADIER AUNG GYI,person_title_variant
BAKHTIAR,GENERAL BAKHTIAR,person_title_variant
BALLIVIAN,GENERAL BALLIVIAN,person_title_variant
BARROSO,GENERAL BARROSO,person_title_variant
BEAM,AMERICAN AMBASSADOR,person_title_variant
BEN GURION,BEN-GURION,person_title_variant
BEN-HALIM,BEN HALIM,person_title_variant
BERRY,AMBASSADOR BERRY,person_title_variant
BISHOP,AMBASSADOR BISHOP,person_title_variant
BONSAL,AMBASSADOR BONSAL,person_title_variant
BOUNTHENG,MAJOR BOUNTHENG,person_title_variant
BOWLES,AMBASSADOR BOWLES,person_title_variant
BRIGADIER GENERAL PHOUMI,GENERAL PHOUMI,person_title_variant
BRIGADIER HASAN BASHIR NASIR,HASAN BASHIR NASIR,person_title_variant
BRIGGS,AMBASSADOR BRIGGS,person_title_variant
BROWN,AMBASSADOR BROWN,person_title_variant
BRUCE,AMBASSADOR BRUCE,person_title_variant
BUNKER,AMBASSADOR BUNKER,person_title_variant
BURGESS,AMBASSADOR BURGESS,person_title_variant
BURNS,GENERAL BURNS,person_title_variant
BYROADE,AMBASSADOR BYROADE,person_title_variant
CAFFERY,AMBASSADOR CAFFERY,person_title_variant
CAPTAIN KONG LE,KONG LE,person_title_variant
CAPTAIN KONG-LE,KONG LE,person_title_variant
CAPTAIN MUSTAFA HAMDUN,COL. MUSTAFA HAMDUN,person_title_variant
CASTILLO NAVARRETE,COL. CASTILLO NAVARRETE,person_title_variant
CHAIRMAN LIU SHAO-CHI,LIU SHAO-CHI,person_title_variant
CHAIRMAN VOROSHILOV,VOROSHILOV,person_title_variant
CHALLE,GENERAL CHALLE,person_title_variant
CHAMOUN,PRESIDENT CHAMOUN,person_title_variant
CHANG CHING-WU,GENERAL CHANG CHING-WU,person_title_variant
CHATAIGNEAU,AMBASSADOR CHATAIGNEAU,person_title_variant
CHEHAB,GENERAL CHEHAB,person_title_variant
CHIA YU-HUI,GENERAL CHIA YU-HUI,person_title_variant
CHIARI,PRESIDENT CHIARI,person_title_variant
CHOU-EN-LAI,CHOU EN-LAI,person_title_variant
CHUIKOV,GENERAL CHUIKOV,person_title_variant
CLARK,GENERAL CLARK,person_title_variant
COGNY,GENERAL COGNY,person_title_variant
COL HOUMPANH,COL. HOUMPANH,person_title_variant
COL. ALPASLAN TURKES,COLONEL TURKES,person_title_variant
COL. ANIBAL PORTILLO,ANIBAL PORTILLO,person_title_variant
COL. DE CASTRIES,DE CASTRIES,person_title_variant
COL. JANI,COLONEL JANI,person_title_variant
COL. JUAN F. OLIVA,COLONEL JUAN F. OLIVA,person_title_variant
COL. KAWILARANG,COLONEL KAWILARANG,person_title_variant
COL. KHAMMOUANE,COLONEL KHAMMOUANE,person_title_variant
COL. LUBIS,COLONEL LUBIS,person_title_variant
COL. MOBUTU,MOBUTU,person_title_variant
COL. SARRAJ,SARRAJ,person_title_variant
COL. SIMBOLON,COLONEL SIMBOLON,person_title_variant
COL. SUDIRMAN,COLONEL SUDIRMAN,person_title_variant
COL. WEIZMANN,COLONEL WEIZMANN,person_title_variant
COLLINS,GENERAL COLLINS,person_title_variant
COLONEL ANIBAL PORTILLO,ANIBAL PORTILLO,person_title_variant
COLONEL ARMANDO VELASQUEZ,ARMANDO VELASQUEZ,person_title_variant
COLONEL DE CASTRIES,DE CASTRIES,person_title_variant
COLONEL KOUPRASITH,COL. KOUPRASITH,person_title_variant
COLONEL MAHDAWI,COL. MAHDAWI,person_title_variant
COLONEL MARIANO OSPINA RODRIGUEZ,GENERAL MARIANO OSPINA RODRIGUEZ,person_title_variant
COLONEL MAUNG MAUNG,BRIGADIER MAUNG MAUNG,person_title_variant
COLONEL MENDOZA,MENDOZA,person_title_variant
COLONEL MOBUTU,MOBUTU,person_title_variant
COLONEL NAINGGOLAN,NAINGGOLAN,person_title_variant
COLONEL NASR,NASR,person_title_variant
COLONEL PAL MALETER,MAJOR GENERAL PAL MALETER,person_title_variant
COLONEL REMON,REMON,person_title_variant
COLONEL SANTOS COSTA,SANTOS COSTA,person_title_variant
COLONEL SARRAJ,SARRAJ,person_title_variant
COLONEL SHAH,SHAH,person_title_variant
COLONEL SHISHAKLI,SHISHAKLI,person_title_variant
COLONEL SOMOZA,SOMOZA,person_title_variant
COMMANDER WINTERTON,GENERAL WINTERTON,person_title_variant
CONANT,AMBASSADOR CONANT,person_title_variant
COTY,PRESIDENT COTY,person_title_variant
CROWE,AMBASSADOR CROWE,person_title_variant
CUMMING,AMBASSADOR CUMMING,person_title_variant
DAVIS,US AMBASSADOR DAVIS,person_title_variant
DE LANGLADE,GENERAL DE LANGLADE,person_title_variant
DE LATTRE,GENERAL DE LATTRE,person_title_variant
DEBRE,DEBRÉ,person_title_variant
DELGADO,GENERAL DELGADO,person_title_variant
DIAZ,COLONEL CARLOS ENRIQUE DIAZ,person_title_variant
DILLON,AMBASSADOR DILLON,person_title_variant
DOCTOR MATTHEWS,AMBASSADOR MATTHEWS,person_title_variant
DONOVAN,AMBASSADOR DONOVAN,person_title_variant
DOVAS,GENERAL DOVAS,person_title_variant
DOWLING,AMBASSADOR DOWLING,person_title_variant
DR. HERRERA,HERRERA,person_title_variant
DR. KURT SCHUMACHER,KURT SCHUMACHER,person_title_variant
DR. RADHAKRISHNAN,RADHAKRISHNAN,person_title_variant
DULLES,SECRETARY DULLES,person_title_variant
DUNN,AMBASSADOR DUNN,person_title_variant
DURBROW,AMBASSADOR DURBROW,person_title_variant
ELY,GENERAL ELY,person_title_variant
ENRIQUE LACAYO-FARFAN,ENRIQUE LACAYO FARFAN,person_title_variant
ENRIQUE OLIVA,COLONEL ENRIQUE OLIVA,person_title_variant
FABIO CASTILLO,DR. FABIO CASTILLO,person_title_variant
FAHAD,PRINCE FAHAD,person_title_variant
FAISAL,KING FAISAL,person_title_variant
FAROUK,KING FAROUK,person_title_variant
FECHTELER,ADMIRAL FECHTELER,person_title_variant
FRITZ DORLS,DR. FRITZ DORLS,person_title_variant
FULGENCIO BATISTA,BATISTA,person_title_variant
GAILLARD,PREMIER GAILLARD,person_title_variant
GALLMAN,AMBASSADOR GALLMAN,person_title_variant
GARCIA,PRESIDENT GARCIA,person_title_variant
GEN. ADIL SHIHAB,GENERAL SHIHAB,person_title_variant
GEN. ALI ABU NUWAR,NUWAR,person_title_variant
GENERAL ABBOUD,ABBOUD,person_title_variant
GENERAL ABDI,MAJOR GENERAL ABDI,person_title_variant
GENERAL AMIR,AMIR,person_title_variant
GENERAL AYUB,AYUB,person_title_variant
GENERAL BATISTA,BATISTA,person_title_variant
GENERAL BOTELHO MONIZ,BOTELHO MONIZ,person_title_variant
GENERAL BRIGGS,AMBASSADOR BRIGGS,person_title_variant
GENERAL CHONG IL-KWON,CHONG IL-KWON,person_title_variant
GENERAL DAP CHHUON,DAP CHHUON,person_title_variant
GENERAL DE GAULLE,DE GAULLE,person_title_variant
GENERAL EISENHOWER,EISENHOWER,person_title_variant
GENERAL FERNANDEZ,FERNANDEZ,person_title_variant
GENERAL FRANCO,FRANCO,person_title_variant
GENERAL GUILLAUME,RESIDENT GENERAL GUILLAUME,person_title_variant
GENERAL HEDAYAT,HEDAYAT,person_title_variant
GENERAL HEJAZI,HEJAZI,person_title_variant
GENERAL HIYARI,HIYARI,person_title_variant
GENERAL KEBREAU,KEBREAU,person_title_variant
GENERAL LE VAN TY,LE VAN TY,person_title_variant
GENERAL LI MI,LI MI,person_title_variant
GENERAL MACARTHUR,AMBASSADOR MACARTHUR,person_title_variant
GENERAL MAHMOUD,MAHMOUD,person_title_variant
GENERAL MAHMUD AMINI,MAHMUD AMINI,person_title_variant
GENERAL MOBUTU,MOBUTU,person_title_variant
GENERAL NE WIN,NE WIN,person_title_variant
GENERAL NGUYEN VAN VY,NGUYEN VAN VY,person_title_variant
GENERAL NIZAM AL-DIN,NIZAM AL-DIN,person_title_variant
GENERAL NURI SAID,NURI SAID,person_title_variant
GENERAL NUWAR,NUWAR,person_title_variant
GENERAL ODRIA,ODRIA,person_title_variant
GENERAL OUAN,OUAN,person_title_variant
GENERAL PAL MALETER,MAJOR GENERAL PAL MALETER,person_title_variant
GENERAL PAPAGOS,PAPAGOS,person_title_variant
GENERAL PENG TEH-HUAI,PENG TEH-HUAI,person_title_variant
GENERAL PERON,PERON,person_title_variant
GENERAL PHAO,PHAO,person_title_variant
GENERAL POPOVIC,POPOVIC,person_title_variant
GENERAL PRAPAT,PRAPAT,person_title_variant
GENERAL ROJAS,ROJAS,person_title_variant
GENERAL ROJAS PINILLA,ROJAS PINILLA,person_title_variant
GENERAL ROMULO,ROMULO,person_title_variant
GENERAL SARIT,SARIT,person_title_variant
GENERAL SHUQAYR,SHUQAYR,person_title_variant
GENERAL SUBARNA,SUBARNA SHUMSHERE,person_title_variant
GENERAL SUN LI-JEN,SUN LI-JEN,person_title_variant
GENERAL SVIRIDOV,SVIRIDOV,person_title_variant
GENERAL THANOM,THANOM,person_title_variant
GENERAL THIMAYYA,THIMAYYA,person_title_variant
GENERAL TIBURCIO CARIAS,TIBURCIO CARIAS,person_title_variant
GENERAL TIOULONG,TIOULONG,person_title_variant
GENERAL TRINH MINH THE,COLONEL TRINH MINH THE,person_title_variant
GENERAL VO NGUYEN GIAP,VO NGUYEN GIAP,person_title_variant
GENERAL WON YONG-TOK,WON YONG-TOK,person_title_variant
GENERAL YDIGORAS,YDIGORAS,person_title_variant
GENERAL YI,YI,person_title_variant
GENERAL ZAHEDI,ZAHEDI,person_title_variant
GENERALISSIMO CHIANG KAI-SHEK,CHIANG KAI-SHEK,person_title_variant
GENERALISSIMO FRANCO,FRANCO,person_title_variant
GENERALISSIMO TRUJILLO,TRUJILLO,person_title_variant
GIAP,VO NGUYEN GIAP,person_title_variant
GLUBB,GENERAL GLUBB,person_title_variant
GONZALEZ VIDELA,PRESIDENT GONZALEZ VIDELA,person_title_variant
GREEN,AMBASSADOR GREEN,person_title_variant
GURSEL,GENERAL GURSEL,person_title_variant
HAJ ALI KIA,GENERAL HAJ ALI KIA,person_title_variant
HARE,AMBASSADOR HARE,person_title_variant
HARRISON,GENERAL HARRISON,person_title_variant
HASTINGS BANDA,DR. HASTINGS BANDA,person_title_variant
HEATH,AMBASSADOR HEATH,person_title_variant
HENDERSON,AMBASSADOR HENDERSON,person_title_variant
HERTER,SECRETARY HERTER,person_title_variant
HEUSS,PRESIDENT HEUSS,person_title_variant
HINH,GENERAL HINH,person_title_variant
HUGHES,AMBASSADOR HUGHES,person_title_variant
HUSAYN,KING HUSAYN,person_title_variant
HUSSAIN,KING HUSSAIN,person_title_variant
HUSSAIN KHALIDI,DR. HUSSAIN KHALIDI,person_title_variant
HUSSAYN,KING HUSAYN,person_title_variant
IDRISS,KING IDRISS,person_title_variant
JACOBS,AMBASSADOR JACOBS,person_title_variant
JANABI,BRIGADIER JANABI,person_title_variant
JEAN VALLUY,GENERAL JEAN VALLUY,person_title_variant
JONES,AMBASSADOR JONES,person_title_variant
JOSE ANTONIO RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,person_title_variant
JUAN F. OLIVA,COLONEL JUAN F. OLIVA,person_title_variant
JUIN,GENERAL JUIN,person_title_variant
KAWILARANG,COLONEL KAWILARANG,person_title_variant
KAYSON,GENERAL KAYSON,person_title_variant
KENNAN,AMBASSADOR KENNAN,person_title_variant
KENNEDY,PRESIDENT KENNEDY,person_title_variant
KEY,AMBASSADOR KEY,person_title_variant
KHALID AL AZM,KHALID AL-AZM,person_title_variant
KHOURI,PRESIDENT KHOURI,person_title_variant
KIM YUN-KUN,BRIGADIER GENERAL KIM YUN-KUN,person_title_variant
KING FAYSAL,CROWN PRINCE FAYSAL,person_title_variant
KITRILAKIS,GENERAL KITRILAKIS,person_title_variant
KOUPRASITH,COL. KOUPRASITH,person_title_variant
KUBAAR,PREMIER KUBAAR,person_title_variant
KUBITSCHEK,PRESIDENT KUBITSCHEK,person_title_variant
LACY,AMBASSADOR LACY,person_title_variant
LAMINE DEBAGHINE,LAMINE-DEBAGHINE,person_title_variant
LANIEL,PREMIER LANIEL,person_title_variant
LI-MI,LI MI,person_title_variant
LIU,GENERAL LIU,person_title_variant
LIU SHAO CHI,LIU SHAO-CHI,person_title_variant
LODGE,AMBASSADOR LODGE,person_title_variant
LON NOL,GENERAL LON NOL,person_title_variant
LOPES,PRESIDENT LOPES,person_title_variant
LOPEZ,COLONEL LOPEZ,person_title_variant
LOTT,HENRIQUE TEIXEIRA LOTT,person_title_variant
LUBIS,COLONEL LUBIS,person_title_variant
LUCE,AMBASSADOR LUCE,person_title_variant
LUNDULA,GENERAL LUNDULA,person_title_variant
M. D. A. BAGIROV,M. D. BAGIROV,person_title_variant
MACARTHUR,AMBASSADOR MACARTHUR,person_title_variant
MADANOGLU,GENERAL MADANOGLU,person_title_variant
MAHDAWI,COL. MAHDAWI,person_title_variant
MAHENDRA,KING MAHENDRA,person_title_variant
MAHMUD SHAWKAT,COL. MAHMUD SHAWKAT,person_title_variant
MAJOR ABD AL-HAMID SARRAJ,ABD AL-HAMID SARRAJ,person_title_variant
MAJOR GENERAL AMER,GENERAL AMER,person_title_variant
MAJOR GENERAL BIZRI,BIZRI,person_title_variant
MAJOR GENERAL CHASE,GENERAL CHASE,person_title_variant
MAJOR GENERAL HAKIM AMIR,AMIR,person_title_variant
MAJOR GENERAL HIYARI,HIYARI,person_title_variant
MAJOR GENERAL LATIF,GENERAL LATIF,person_title_variant
MAJOR GENERAL MONIRETH,PRINCE MONIRETH,person_title_variant
MAJOR GENERAL PAK CHONG-HUI,PAK CHONG-HUI,person_title_variant
MAJOR GENERAL RILEY,GENERAL RILEY,person_title_variant
MAJOR GENERAL SADIQ SHARA,SADIQ SHARA,person_title_variant
MAJOR GENERAL SELO,COLONEL SELO,person_title_variant
MAJOR GENERAL TIOULONG,TIOULONG,person_title_variant
MAJOR NAINGGOLAN,NAINGGOLAN,person_title_variant
MAJOR RAUL CASTRO,RAUL CASTRO,person_title_variant
MAJOR ROBERTO GALVEZ,ROBERTO GALVEZ,person_title_variant
MAJOR SALAH SALIM,SALAH SALIM,person_title_variant
MAJOR SALAM,SAIB SALAM,person_title_variant
MAJOR SARRAJ,SARRAJ,person_title_variant
MALLORY,AMBASSADOR MALLORY,person_title_variant
MANCINELLI,GENERAL MANCINELLI,person_title_variant
MARCELLO CAETANO,DR. MARCELLO CAETANO,person_title_variant
MARCIAL MERINO PEREIRA,GENERAL MARCIAL MERINO PEREIRA,person_title_variant
MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,person_title_variant
MASSU,GENERAL MASSU,person_title_variant
MATTHEWS,AMBASSADOR MATTHEWS,person_title_variant
MAXIME WEYGAND,GENERAL MAXIME WEYGAND,person_title_variant
MCCLINTOCK,AMBASSADOR MCCLINTOCK,person_title_variant
MCGHEE,AMBASSADOR MCGHEE,person_title_variant
MCKEOWN,GENERAL MCKEOWN,person_title_variant
MERID,GENERAL MERID,person_title_variant
MOHAMED EL BASRI,MOHAMED EL-BASRI,person_title_variant
MOHAMED V,KING MOHAMED V,person_title_variant
MOHAMMED V,KING MOHAMED V,person_title_variant
MONZON,COLONEL MONZON,person_title_variant
MOOSE,AMBASSADOR MOOSE,person_title_variant
MR. CHURCHILL,CHURCHILL,person_title_variant
MR. HARRIMAN,HARRIMAN,person_title_variant
MR. VYSHINSKY,VYSHINSKY,person_title_variant
MRS. BANDARANAIKE,BANDARANAIKE,person_title_variant
MRS. PERON,PERON,person_title_variant
MUCCIO,AMBASSADOR MUCCIO,person_title_variant
MUSA,GENERAL MUSA,person_title_variant
NAGIB,GENERAL NAGIB,person_title_variant
NAQDI,GENERAL NAQDI,person_title_variant
NASUTION,GENERAL NASUTION,person_title_variant
NAVARRE,GENERAL NAVARRE,person_title_variant
NGUYEN CHI THANH,GENERAL NGUYEN CHI THANH,person_title_variant
NGUYEN KHANH,GENERAL NGUYEN KHANH,person_title_variant
NORSTAD,GENERAL NORSTAD,person_title_variant
NURI-SAID,NURI SAID,person_title_variant
ODANIEL,GENERAL ODANIEL,person_title_variant
OSWALDO LOPEZ,COLONEL OSWALDO LOPEZ,person_title_variant
OUANE,GENERAL OUANE,person_title_variant
PAASIKIVI,PRESIDENT PAASIKIVI,person_title_variant
