alias,canonical_label,notes,source,review_status,final_score
YUGOSLAV UN DELEGATE,YUGOSLAV UN DELEGATE (BULLETIN YUGOSLAVIA WHO),,a4_pipeline,a3_single_cluster_self,1.0
YUGOSLAV VICE PRESIDENT KARDELJ,YUGOSLAV VICE PRESIDENT KARDELJ (BULLETIN YUGOSLAVIA INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
ZACAPA,"PUERTO BARRIOS, ZACAPA",,a4_pipeline,a5_consolidated,0.82
ZANZIBAR AND PEMBA PEOPLES PARTY,ZANZIBAR AND PEMBA PEOPLES PARTY (TANGANYIKA SHAMTE MUHAMED),,a4_pipeline,a5_consolidated,0.91
ZONE A OF TRIESTE,ZONE A OF TRIESTE (DEMOCRATS BULLETIN ADENAUERS),,a4_pipeline,a3_single_cluster_self,1.0
ZYCIE WARSZAWY,ZYCIE WARSZAWY (TRYBUNA LUDU ZOLI),,a4_pipeline,a5_consolidated,0.91
ABD AL ILAH,ABD AL ILAH (IRAQ BULLETIN SYRIA),,a4_pipeline,a3_single_cluster_self,1.0
ABDIRASCID ALI SCERMARCHE,ABDIRASCID ALI SCERMARCHE (BULLETIN ABDULLAHI IS),,a4_pipeline,a3_single_cluster_self,1.0
ADEN COLONY,ADEN COLONY (BULLETIN IS YEMEN),,a4_pipeline,a3_single_cluster_self,1.0
ADMIRAL CARNEY,ADMIRAL CARNEY (TURKEY 1952 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
AFRO ASIAN PEOPLES SOLIDARITY CONFERENCE,AFRO ASIAN PEOPLES SOLIDARITY CONFERENCE (11 BULLETIN CONAKRY),,a4_pipeline,a3_single_cluster_self,1.0
AIR INDIA INTERNATIONAL,AIR INDIA INTERNATIONAL (SZALAI JANOS NOGRADI),,a4_pipeline,a4_keep_separate,1.0
AKRAM AL HAWRANI,AKRAM AL HAWRANI (BULLETIN BAATHIST UAR),,a4_pipeline,a3_single_cluster_self,1.0
ALESSANDRI GOVERNMENT,ALESSANDRI GOVERNMENT (YUGOSLAVIA CEYLON CHILE),,a4_pipeline,a5_consolidated,0.91
ALI JAWDAT AYYUBI,ALI JAWDAT AYYUBI (IRAN IRAQ BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ALL CHINA FEDERATION OF TRADE UNIONS,ALL CHINA FEDERATION OF TRADE UNIONS (TAKANO SOHYO MINORU),,a4_pipeline,a4_keep_separate,0.91
AMBASSADOR CABOT,AMBASSADOR CABOT (WHO BULLETIN 1961),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN VETERANS ORGANIZATION,AMERICAN VETERANS ORGANIZATION (VILLARD BEN LAVON),,a4_pipeline,a4_keep_separate,0.91
ANACONDA,BRADEN (PORTRERILLOS CHUQUICAMATA ANACONDA),,a4_pipeline,a5_consolidated,0.9601
ARCHBISHOP GROSZ,ARCHBISHOP GROSZ (BULLETIN AGAINST LEGATION),,a4_pipeline,a3_single_cluster_self,1.0
ARTURO FRONDIZI,ARTURO FRONDIZI (BULLETIN CIVIC ARGENTINA),,a4_pipeline,a3_single_cluster_self,1.0
AUNG GYI,BRIGADIER AUNG GYI,,a4_pipeline,accept_rule,1.0
AUSTRIAN POLICE FORCE,AUSTRIAN POLICE FORCE (PENAVAIRE HENDERSON ECA),,a4_pipeline,a4_keep_separate,0.91
AZIZ SHARIF,AZIZ SHARIF (IRAQ BAGHDAD BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
BELGIAN AUTHORITIES,BELGIAN AUTHORITIES (VANDERMEERSCH BULLETIN LUMUMBA),,a4_pipeline,a5_consolidated,0.91
BENEDIKTOV,BENEDIKTOV (BULLETIN INDIA ADENAUER),,a4_pipeline,a3_single_cluster_self,1.0
BENEDIKTSSON,BENEDIKTSSON (ICELANDS ICELAND BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
BORNHOLM,BORNHOLM (DANISH BULLETIN DENMARK),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FOREIGN SECRETARY,BRITISH FOREIGN SECRETARY (BULLETIN YUGOSLAVIA TITO),,a4_pipeline,a3_single_cluster_self,1.0
CANADIAN CABINET,CANADIAN CABINET (STATES UNITED BRITAIN),,a4_pipeline,a5_consolidated,0.91
CATHOLIC COMMUNITY,CATHOLIC COMMUNITY (BULLETIN DELHI BRANDT),,a4_pipeline,a3_single_cluster_self,1.0
CHALLE,GENERAL CHALLE,,a4_pipeline,accept_rule,1.0
CHIARI,PRESIDENT CHIARI,,a4_pipeline,accept_rule,1.0
COMMUNIST GOVERNMENT,COMMUNIST GOVERNMENT (NICARAGUA HINDU DELHI),,a4_pipeline,a4_keep_separate,0.91
CONGO MINISTER DE SCHRIJVER,CONGO MINISTER DE SCHRIJVER (BULLETIN BELGIAN POLITICAL),,a4_pipeline,a3_single_cluster_self,1.0
CUBAN ELECTRIC COMPANY,CUBAN ELECTRIC COMPANY (VORKUTA KUYBYSHEV KAZAN),,a4_pipeline,a5_consolidated,0.91
DAVID SALVADOR,DAVID SALVADOR (PSP BULLETIN FIDEL),,a4_pipeline,a3_single_cluster_self,1.0
DEFENSE MINISTER SANDYS,DEFENSE MINISTER SANDYS (BULLETIN FRANCE EGYPT),,a4_pipeline,a3_single_cluster_self,1.0
EGYPTIAN SYRIAN UNION,EGYPTIAN SYRIAN UNION (HUSSAYN ULBRICHT USSR),,a4_pipeline,a5_consolidated,0.91
ERASMUS,ERASMUS (BULLETIN TURKISH TURKEY),,a4_pipeline,a3_single_cluster_self,1.0
ERNST LEMMER,ERNST LEMMER (ADENAUER BULLETIN BONN),,a4_pipeline,a3_single_cluster_self,1.0
ETEM MENDERES,ADNAN MENDERES (TURKEY BULLETIN ETEM),,a4_pipeline,a5_consolidated,0.8919
FIELD MARSHAL MONTGOMERY,FIELD MARSHAL MONTGOMERY (BULLETIN ISRAEL IRAN),,a4_pipeline,a3_single_cluster_self,1.0
FIRYUBIN,FIRYUBIN (BULLETIN KHRUSHCHEV USSR),,a4_pipeline,a3_single_cluster_self,1.0
FOREIGN MINISTER CHIRIBOGA,FOREIGN MINISTER CHIRIBOGA (ECUADOR CUBA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
FOREIGN MINISTER MALIK,FOREIGN MINISTER MALIK (LEBANON BULLETIN CHAMOUN),,a4_pipeline,a3_single_cluster_self,1.0
FRENCH NORTH AFRICA,FRENCH NORTH AFRICA (BULLETIN REGION INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
GENERAL MAXWELL TAYLOR,GENERAL MAXWELL TAYLOR (BULLETIN IS SPANISH),,a4_pipeline,a3_single_cluster_self,1.0
GREEK MARSHAL PAPAGOS,GREEK MARSHAL PAPAGOS (BULLETIN ELECTIONS USSR),,a4_pipeline,a3_single_cluster_self,1.0
GUEVARA MORENO,GUEVARA MORENO (ECUADOR BULLETIN ALBERTO),,a4_pipeline,a3_single_cluster_self,1.0
HERMANN MATERN,HERMANN MATERN (MEMBER BULLETIN POLITBURO),,a4_pipeline,a3_single_cluster_self,1.0
HONDURAN ARMED FORCES,HONDURAN ARMED FORCES (KOSSAMAK SARY SAM),,a4_pipeline,a4_keep_separate,1.0
HUBER MATOS,HUBER MATOS (FIDEL CASTRO BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
IDRIS,KING IDRIS,,a4_pipeline,accept_rule,1.0
INTER AMERICAN ECONOMIC AND SOCIAL COUNCIL,INTER AMERICAN ECONOMIC AND SOCIAL COUNCIL (HAEDO URUGUAY JANEIRO),,a4_pipeline,a5_consolidated,0.91
INTERNATIONAL COMMITTEE FOR THE RED CROSS,INTERNATIONAL COMMITTEE OF THE RED CROSS,,a4_pipeline,a5_consolidated,0.91
JANET JAGAN,JANET JAGAN (CHEDDI BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
JAPANESE PRIME MINISTER KISHI,JAPANESE PRIME MINISTER KISHI (BULLETIN LIBERAL SUBANDRIO),,a4_pipeline,a3_single_cluster_self,1.0
JESUS SOTO,JESUS SOTO (PSP CUBAN BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
JOAO DANTAS,JOAO DANTAS (QUADROS BULLETIN JANIO),,a4_pipeline,a3_single_cluster_self,1.0
JONES,AMBASSADOR JONES,,a4_pipeline,accept_rule,1.0
JOSE MIRO CARDONA,JOSE MIRO CARDONA (BULLETIN CASTRO RAUL),,a4_pipeline,a3_single_cluster_self,1.0
KARBALA,KARBALA (QASIM BAGHDAD COUP),,a4_pipeline,a3_single_cluster_self,1.0
KATANGAN PRESIDENT TSHOMBE,KATANGAN PRESIDENT TSHOMBE (11 BULLETIN KATANGA),,a4_pipeline,a3_single_cluster_self,1.0
KHOU ABHAY,KHOU ABHAY (NHOUY CDNI LAOS),,a4_pipeline,a3_single_cluster_self,1.0
KHWAJA NAZIMUDDIN,KHWAJA NAZIMUDDIN (GHULAM BULLETIN MOHAMMAD),,a4_pipeline,a3_single_cluster_self,1.0
KING FEISAL,KING FEISAL (IRAQ BULLETIN OFFICE),,a4_pipeline,a3_single_cluster_self,1.0
KING SURAMARIT,KING SURAMARIT (CAMBODIA SIHANOUK BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
LEON MBA,LEON MBA (GABON GONDJOUT GUSTAVE),,a4_pipeline,a3_single_cluster_self,1.0
LIRI BELISHOVA,LIRI BELISHOVA (MARKO MEMBER BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
LIUCHOU,LIUCHOU (BULLETIN 26TH AIR),,a4_pipeline,a3_single_cluster_self,1.0
LOURENCO MARQUES,LOURENCO MARQUES (MOZAMBIQUE BULLETIN PORTUGAL),,a4_pipeline,a3_single_cluster_self,1.0
MALDIVE ISLANDS,MALDIVE ISLANDS (BRITAIN BULLETIN INDIA),,a4_pipeline,a3_single_cluster_self,1.0
MANDALAY,MANDALAY (BULLETIN CITY BURMA),,a4_pipeline,a3_single_cluster_self,1.0
MARSHAL LOTT,MARSHAL LOTT (BRAZIL QUADROS BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
MARTINEZ SANCHEZ,MARTINEZ SANCHEZ (PSP DAVID SALVADOR),,a4_pipeline,a3_single_cluster_self,1.0
MATSUMURA,MATSUMURA (BULLETIN EN LAI),,a4_pipeline,a3_single_cluster_self,1.0
MAURICE VAN HEMELRIJCK,MAURICE VAN HEMELRIJCK (WHO BULLETIN CONGO),,a4_pipeline,a3_single_cluster_self,1.0
MAX FLECHET,MAX FLECHET (INDEPENDENT PINAY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
MILAN,MILAN (BULLETIN CITY DEMOCRATS),,a4_pipeline,a3_single_cluster_self,1.0
MOHAMED BEN BELLA,MOHAMED BEN BELLA (BULLETIN MEETING HOUSE),,a4_pipeline,a3_single_cluster_self,1.0
MOSCOW UNIVERSITY,MOSCOW UNIVERSITY (TSARAPKIN WADSWORTH KHRUSHCHEV),,a4_pipeline,a5_consolidated,0.91
N NESMEYANOV,N NESMEYANOV (BULLETIN KELDYSH SCIENCES),,a4_pipeline,a3_single_cluster_self,1.0
NIIJIMA ISLAND,NIIJIMA ISLAND (BULLETIN JAPAN MAY),,a4_pipeline,a3_single_cluster_self,1.0
NIKOLAY BELYAYEV,NIKOLAY BELYAYEV (BULLETIN MEETING KARAGANDA),,a4_pipeline,a3_single_cluster_self,1.0
NIKOLAYEV,NIKOLAYEV (THAILAND WHO USSR),,a4_pipeline,a3_single_cluster_self,1.0
NIXON,NIXON (BULLETIN MOSCOW USSR),,a4_pipeline,a3_single_cluster_self,1.0
ORURO,ORURO (SILES BOLIVIA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
PAUL SAUER,PAUL SAUER (BULLETIN AFRICA ACTING),,a4_pipeline,a3_single_cluster_self,1.0
PEREZ,PRESIDENT PEREZ,,a4_pipeline,accept_rule,1.0
PIERRE LOUIS,PIERRE LOUIS (BULLETIN HAITI WHO),,a4_pipeline,a3_single_cluster_self,1.0
PORT LYAUTEY,PORT LYAUTEY (MOROCCO BULLETIN SAUD),,a4_pipeline,a3_single_cluster_self,1.0
PREMIER SIHANOUK,SIHANOUK,,a4_pipeline,accept_rule,1.0
PREMIER TSHOMBÉ,TSHOMBÉ,,a4_pipeline,accept_rule,1.0
PRESIDENT VILLEDA MORALES,VILLEDA MORALES,,a4_pipeline,accept_rule,1.0
PRIME MINISTER DIEFENBAKER,PRIME MINISTER DIEFENBAKER (WHO BULLETIN CANADA),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER KARAMI,PRIME MINISTER KARAMI (SHIHAB LEBANON BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
PUNJAB,PUNJAB (INDIA BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
QAYSUNI,QAYSUNI (BULLETIN ABBOUD UAR),,a4_pipeline,a3_single_cluster_self,1.0
QUEEN KOSSAMAK,QUEEN KOSSAMAK (SARY SAM BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
RAF,ROYAL AIR FORCE,,a4_pipeline,a4_merge_existing,0.85
REVOLUTIONARY MILITARY COUNCIL,REVOLUTIONARY MILITARY COUNCIL (TRANSDANUBIAN MALETER HUNGARY),,a4_pipeline,a5_consolidated,0.91
RONALD NGALA,RONALD NGALA (KADU KENYA MBOYA),,a4_pipeline,a3_single_cluster_self,1.0
RUFO LOPEZ FRESQUET,RUFO LOPEZ FRESQUET (BULLETIN FIDEL RAFAEL),,a4_pipeline,a3_single_cluster_self,1.0
SEAFARERS INTERNATIONAL UNION,SEAFARERS INTERNATIONAL UNION (SUKARNO NASUTION DJAKARTA),,a4_pipeline,a4_keep_separate,0.91
SILVIO MILAZZO,SILVIO MILAZZO (AS BULLETIN SICILIAN),,a4_pipeline,a3_single_cluster_self,1.0
SINGAPORE INTERNAL SECURITY COUNCIL,SINGAPORE INTERNAL SECURITY COUNCIL (GAZOV YEW RPI),,a4_pipeline,a5_consolidated,0.91
SKDL,FINNISH PEOPLES DEMOCRATIC LEAGUE SKDL,,a4_pipeline,a4_merge_existing,0.85
STANDARD VACUUM,STANDARD VACUUM (NEUTRALITY CALTEX SOUPHANNOUVONG),,a4_pipeline,a5_consolidated,0.91
SURINAM,SURINAM (BULLETIN ARUBA 21),,a4_pipeline,a3_single_cluster_self,1.0
THELMA KING,THELMA KING (BULLETIN 1961 AMERICA),,a4_pipeline,a3_single_cluster_self,1.0
THIRD ALL AFRICAN PEOPLES CONFERENCE,THIRD ALL AFRICAN PEOPLES CONFERENCE (BULLETIN 1961 KOREA),,a4_pipeline,a3_single_cluster_self,1.0
UNESCO,UNESCO (NEGEV GAZA ISRAEL),,a4_pipeline,a5_consolidated,0.91
UNITED DEMOCRATIC FRONT,UNITED DEMOCRATIC FRONT (SASTROAMIDJOJO MOSLEM ANGLO),,a4_pipeline,a4_keep_separate,0.91
UNITED NATIONS COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA,UNITED NATIONS COMMISSION FOR THE UNIFICATION AND REHABILITATION OF KOREA (YUGOSLAVIA COMMUNICATIONS GREECE),,a4_pipeline,a4_keep_separate,0.91
US AMBASSADOR STROM,US AMBASSADOR STROM (BOLIVIA WHO BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
US ATOMIC ENERGY DETECTION SYSTEM,US ATOMIC ENERGY DETECTION SYSTEM (TUNISIA BOURGUIBA GAILLARD),,a4_pipeline,a5_consolidated,0.91
V V KUZNETSOV,V V KUZNETSOV (AS BULLETIN QASIM),,a4_pipeline,a3_single_cluster_self,1.0
VICE PRESIDENT NIXON,VICE PRESIDENT NIXON (BULLETIN 12 IRAN),,a4_pipeline,a3_single_cluster_self,1.0
WADI HALFA,WADI HALFA (BULLETIN UAR KHARTOUM),,a4_pipeline,a3_single_cluster_self,1.0
WALTER NASH,WALTER NASH (BULLETIN 12 ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
WAR SECRETARY ANAYA,WAR SECRETARY ANAYA (TORANZO FRONDIZI BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
WILFRID BAUMGARTNER,WILFRID BAUMGARTNER (BULLETIN AKRAM HAWRANI),,a4_pipeline,a3_single_cluster_self,1.0
BUGANDA PROVINCE,BUGANDA PROVINCE (UGANDA 31 USSR),,a4_pipeline,a3_single_cluster_self,1.0
CARLOS GARCIA BAUER,CARLOS GARCIA BAUER (FUENTES MIGUEL YDIGORAS),,a4_pipeline,a3_single_cluster_self,1.0
COMMITTEE OF NATIONAL HARMONY,COMMITTEE OF NATIONAL HARMONY (YEMEN KONEV SYRIA),,a4_pipeline,a5_consolidated,0.91
LEON VALENCIA,LEON VALENCIA (BULLETIN YEMEN SYRIA),,a4_pipeline,a3_single_cluster_self,1.0
M V KELDYSH,M V KELDYSH (BULLETIN 1961 NESMEYANOV),,a4_pipeline,a3_single_cluster_self,1.0
MOROTAI,MOROTAI (21 BULLETIN INSURGENTS),,a4_pipeline,a3_single_cluster_self,1.0
NATIONAL LEGISLATIVE ASSEMBLY,NATIONAL LEGISLATIVE ASSEMBLY (SOMALIA ADMINISTERED TRUST),,a4_pipeline,a5_consolidated,0.91
SARY SHAGAN TEST COMPLEX,SARY SHAGAN TEST COMPLEX (USSR KEY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
TIKSI,TIKSI (ARCTIC 11 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
11TH ARMORED INFANTRY BRIGADE,11TH ARMORED INFANTRY BRIGADE (ISRAEL EGYPT CHAMOUN),,a4_pipeline,a5_consolidated,0.91
13TH AIR DIVISION,13TH AIR DIVISION (NORTH ICC THAILAND),,a4_pipeline,a5_consolidated,0.91
20TH PARTY CONGRESS,20TH PARTY CONGRESS (KHRUSHCHEV DOCUMENT BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
24TH AIR ARMY,SOVIET 24TH AIR ARMY,,a4_pipeline,a4_merge_existing,0.85
2ND DIVISION,2ND DIVISION (LATAKIA PRF YUGOSLAVIA),,a4_pipeline,a4_keep_separate,0.91
316TH DIVISION,316TH DIVISION (THAILAND VIENTIANE PATHET),,a4_pipeline,a5_consolidated,1.0
ABAKUMOV,ABAKUMOV (USSR BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
ABBAS ARAM,ABBAS ARAM (IRAN USSR SHAH),,a4_pipeline,a3_single_cluster_self,1.0
ABD AL KARIM,ABD AL KARIM (CAIRO MUNICIPAL VILLAGE),,a4_pipeline,a3_single_cluster_self,1.0
ABDELKADER CHANDERLI,ABDELKADER CHANDERLI (BULLETIN NEGOTIATIONS ALGERIAN),,a4_pipeline,a3_single_cluster_self,1.0
ABDI,MAJOR GENERAL ABDI,,a4_pipeline,accept_rule,1.0
ABDOH,ABDOH (IRAN HAMMARSKJOLD SHAH),,a4_pipeline,a3_single_cluster_self,1.0
ABDOL HOSEIN MASUD ANSARI,ABDOL HOSEIN MASUD ANSARI (IRAN MOSCOW BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ABDULLAH IBRAHIM,ABDULLAH IBRAHIM (MOROCCO BULLETIN UMT),,a4_pipeline,a3_single_cluster_self,1.0
ABOL HASSAN EBTEHAJ,ABOL HASSAN EBTEHAJ (BULLETIN IS SEVEN),,a4_pipeline,a3_single_cluster_self,1.0
ADDU ATOLL,ADDU ATOLL (BRITAIN INDIA MALDIVES),,a4_pipeline,a3_single_cluster_self,1.0
ADHEMAR DE BARROS,ADHEMAR DE BARROS (JOAO BRAZIL BRAZILIAN),,a4_pipeline,a3_single_cluster_self,1.0
ADIB SHISHAKLI,GENERAL ADIB SHISHAKLI,,a4_pipeline,accept_rule,1.0
ADLAI STEVENSON,ADLAI STEVENSON (BULLETIN IS NAVARRE),,a4_pipeline,a3_single_cluster_self,1.0
ADMIRAL MARTADINATA,ADMIRAL MARTADINATA (INDONESIA WHO BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ADMIRAL SMOOT,ADMIRAL SMOOT (DRUMRIGHT WEI TA),,a4_pipeline,a3_single_cluster_self,1.0
AFGHAN ARMY UNIFORM FACTORY,AFGHAN ARMY UNIFORM FACTORY (BAJAUR PUSHTOON MACARTHUR),,a4_pipeline,a5_consolidated,0.91
AFGHAN EMBASSY,AFGHAN EMBASSY (AS BULLETIN 17),,a4_pipeline,a3_single_cluster_self,1.0
AFGHAN KING ZAHIR SHAH,AFGHAN KING ZAHIR SHAH (PAKISTAN BULLETIN AFGHANISTAN),,a4_pipeline,a3_single_cluster_self,1.0
AFRICA,AFRICA (BULLETIN PERU MAY),,a4_pipeline,a3_single_cluster_self,1.0
AFRICAN LABOR CONFERENCE,AFRICAN LABOR CONFERENCE (DOCUMENT BULLETIN 1961),,a4_pipeline,a3_single_cluster_self,1.0
AFRICAN SOLIDARITY PARTY,AFRICAN SOLIDARITY PARTY (NIGERIA MALAYA ETHIOPIA),,a4_pipeline,a4_keep_separate,0.91
AFRO ASIAN SOLIDARITY COMMITTEE,AFRO ASIAN SOLIDARITY COMMITTEE (NDP HADID QASIM),,a4_pipeline,a4_keep_separate,0.91
AFRO ASIAN STATES,AFRO ASIAN STATES (GHANA STANLEYVILLE LUMUMBA),,a4_pipeline,a5_consolidated,0.91
AGRARIANS,AGRARIANS (FINLAND KEKKONEN RUMANIAN),,a4_pipeline,a4_keep_separate,0.91
AHIDJO GOVERNMENT,AHIDJO GOVERNMENT (UPC AFGHANISTAN POPULATION),,a4_pipeline,a5_consolidated,0.91
AHMED BALAFREJ,AHMED BALAFREJ (ISTIQLAL BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
AL AKHBAR,AL AKHBAR (ZURICH TUNG TSE),,a4_pipeline,a4_keep_separate,0.91
AL HUDAYDAH,AL HUDAYDAH (YEMEN BULLETIN CHINA),,a4_pipeline,a3_single_cluster_self,1.0
AL KHARJ,AL KHARJ (CZECHOSLOVAKIA ARABIA EGYPT),,a4_pipeline,a3_single_cluster_self,1.0
ALBANIAN REFUGEES,ALBANIAN REFUGEES (CZECHOSLOVAKIA COLLEAGUES HUNGARY),,a4_pipeline,a5_consolidated,0.9849
ALEJANDRO REMON,ALEJANDRO REMON (GUATEMALA PANAMA BROTHER),,a4_pipeline,a3_single_cluster_self,1.0
ALESSANDRI,GENERAL ALESSANDRI,,a4_pipeline,accept_rule,1.0
ALEXANDER BOGOMOLOV,ALEXANDER BOGOMOLOV (CZECHOSLOVAKIA BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
ALEXEJ CEPICKA,ALEXEJ CEPICKA (BULLETIN WILEM LOMSKY),,a4_pipeline,a3_single_cluster_self,1.0
ALEXIS KYROU,ALEXIS KYROU (GREECE BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
ALGERIAN MOSLEMS,ALGERIAN MOSLEMS (MASSU ALGERIA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ALGERIAN NATIONAL MOVEMENT,ALGERIAN NATIONAL MOVEMENT (PASSARELLI BELOUNIS ORTIZ),,a4_pipeline,a4_keep_separate,0.91
ALGERIAN REBEL LEADERS,ALGERIAN REBEL LEADERS (BOURGUIBA MOROCCO TORRES),,a4_pipeline,a4_keep_separate,0.91
ALGERIAN REVOLUTIONARY COUNCIL,ALGERIAN REVOLUTIONARY COUNCIL (DEBAGHINE MADANI CHERIF),,a4_pipeline,a5_consolidated,0.91
ALGERIANS,ALGERIANS (BULLETIN ISSA BODY),,a4_pipeline,a3_single_cluster_self,1.0
ALICAN,ALICAN (CNU TURKEY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ALLIED OFFICIALS,ALLIED OFFICIALS (CANADIAN WINSTON FIRMS),,a4_pipeline,a5_consolidated,0.91
ALPHONSE JUIN,ALPHONSE JUIN (GAULLE GERMANY GAULLES),,a4_pipeline,a3_single_cluster_self,1.0
ALVARADO PUERTO,ALVARADO PUERTO (HONDURAS CUBA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
AMAMI ISLANDS,AMAMI ISLANDS (JAPAN BULLETIN VYSHINSKY),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR BONNET,AMBASSADOR BONNET (BRITAIN 1952 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR CAFFREY,AMBASSADOR CAFFREY (BULLETIN BRITAIN TALKS),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR DEAN,DEAN,,a4_pipeline,accept_rule,1.0
AMBASSADOR GROSS,AMBASSADOR GROSS (WHO 1952 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR HILDRETH,HILDRETH,,a4_pipeline,accept_rule,1.0
AMBASSADOR HILL,AMBASSADOR HILL (BULLETIN AGAINST NICARAGUA),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR JOXE,JOXE,,a4_pipeline,accept_rule,1.0
AMBASSADOR MCCONAUGHY,MCCONAUGHY,,a4_pipeline,accept_rule,1.0
AMBASSADOR NUFER,NUFER,,a4_pipeline,accept_rule,1.0
AMBASSADOR PERKINS,AMBASSADOR PERKINS (REPRESENTATIVES BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR WILEY,AMBASSADOR WILEY (PANAMA BULLETIN KARENS),,a4_pipeline,a3_single_cluster_self,1.0
AMBON ISLAND,AMBON ISLAND (BULLETIN MOLUCCAS MOLUCCAN),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN AIR ATTACHÉ,AMERICAN AIR ATTACHÉ (BULLETIN IS VARGAS),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN ARMY ATTACHE IN SAIGON,AMERICAN ARMY ATTACHE IN SAIGON (VIET MINH BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN CHARGE LIGHTNER,AMERICAN CHARGE LIGHTNER (RHEE PUSAN RHEES),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN CONSUL GENERAL IN RABAT,AMERICAN CONSUL GENERAL IN RABAT (BULLETIN CHAUDRI PORTUONDO),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN CONSUL GENERAL IN SALISBURY,AMERICAN CONSUL GENERAL IN SALISBURY (RHODESIA NYASALAND LONDON),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN EMBASSY IN ATHENS,AMERICAN EMBASSY IN ATHENS (ITALY FAROUK CHUKOTSK),,a4_pipeline,a5_consolidated,0.91
AMERICAN EMBASSY IN BEIRUT,AMERICAN EMBASSY IN BEIRUT (STALIN GOLLAN LEBANESE),,a4_pipeline,a4_keep_separate,1.0
AMERICAN EMBASSY IN BRUSSELS,AMERICAN EMBASSY IN BRUSSELS (POTAMIANOS ISRAEL EGYPT),,a4_pipeline,a4_keep_separate,0.91
AMERICAN EMBASSY IN JIDDA,AMERICAN EMBASSY IN JIDDA (IRAQ ARABIA TAPLINE),,a4_pipeline,a4_keep_separate,0.91
AMERICAN EMBASSY IN RABAT,AMERICAN EMBASSY IN RABAT (YUGOSLAVIA BAKDASH SUKARNO),,a4_pipeline,a4_keep_separate,1.0
AMERICAN EMBASSY IN SANTIAGO,AMERICAN EMBASSY IN SANTIAGO (LANIEL IBANEZ SED),,a4_pipeline,a5_consolidated,0.91
AMERICAN JOINT INDICATIONS COMMITTEE,AMERICAN JOINT INDICATIONS COMMITTEE (SERGEI KUDRYAVTSEV RECONSTRUCTION),,a4_pipeline,a4_keep_separate,0.91
AMERICAN MILITARY ADVISERS,AMERICAN MILITARY ADVISERS (SOBSI SYRIA IRREGULARS),,a4_pipeline,a4_keep_separate,0.91
AMERICANS,AMERICANS (GERMANY BULLETIN YUGOSLAVIA),,a4_pipeline,a3_single_cluster_self,1.0
