original_normalized_label,canonical_label,canonical_key,method,confidence
PORTUGAL,PORTUGAL (COUNTRY BULLETIN INTELLIGENCE),CANONICAL_ENTITY:PORTUGAL_COUNTRY_BULLETIN_INTELLIGENCE,a3_single_cluster_self,1.0
ECUADOR,ECUADOR (1952 COUNTRY BULLETIN),CANONICAL_ENTITY:ECUADOR_1952_COUNTRY_BULLETIN,a3_single_cluster_self,1.0
TSHOMBÉ,TSHOMBÉ,CANONICAL_ENTITY:TSHOMB,a5_consolidated,0.91
BURMESE GOVERNMENT,BURMESE GOVERNMENT,CANONICAL_ENTITY:BURMESE_GOVERNMENT,multi_sense_label,1.0
KASAVUBU,KASAVUBU,CANONICAL_ENTITY:KASAVUBU,a5_consolidated,0.91
TAIWAN,TAIWAN (BULLETIN 11 INTELLIGENCE),CANONICAL_ENTITY:TAIWAN_BULLETIN_11_INTELLIGENCE,a3_single_cluster_self,1.0
SOCIALIST PARTY,SOCIALIST PARTY,CANONICAL_ENTITY:SOCIALIST_PARTY,multi_sense_label,1.0
NEW DELHI,NEW DELHI (INDIA CAPITAL BULLETIN),CANONICAL_ENTITY:NEW_DELHI_INDIA_CAPITAL_BULLETIN,a3_single_cluster_self,1.0
MAO TSE TUNG,MAO TSE TUNG,CANONICAL_ENTITY:MAO_TSE_TUNG,a5_consolidated,0.91
CHINESE COMMUNIST,CHINESE COMMUNIST,CANONICAL_ENTITY:CHINESE_COMMUNIST,a5_consolidated,0.91
TAIPEI,TAIPEI (SITUATION BULLETIN MACDONALD),CANONICAL_ENTITY:TAIPEI_SITUATION_BULLETIN_MACDONALD,a3_single_cluster_self,1.0
UK,UK,CANONICAL_ENTITY:UK,multi_sense_label,1.0
FRENCH,FRENCH (BULLETIN COUNTRY INTELLIGENCE),CANONICAL_ENTITY:FRENCH_BULLETIN_COUNTRY_INTELLIGENCE,a3_single_cluster_self,1.0
KISHI,KISHI (BULLETIN 1954 YOSHIDA),CANONICAL_ENTITY:KISHI_BULLETIN_1954_YOSHIDA,a3_single_cluster_self,1.0
ALGERIAN REBELS,ALGERIAN REBELS,CANONICAL_ENTITY:ALGERIAN_REBELS,multi_sense_label,1.0
SOVIET BLOC,SOVIET BLOC,CANONICAL_ENTITY:SOVIET_BLOC,multi_sense_label,1.0
NATIONAL ASSEMBLY,NATIONAL ASSEMBLY,CANONICAL_ENTITY:NATIONAL_ASSEMBLY,multi_sense_label,1.0
SHAH OF IRAN,SHAH OF IRAN,CANONICAL_ENTITY:SHAH_OF_IRAN,a5_consolidated,0.91
DIEM,DIEM,CANONICAL_ENTITY:DIEM,a5_consolidated,0.91
CHILE,CHILE (COUNTRY BULLETIN CHILEAN),CANONICAL_ENTITY:CHILE_COUNTRY_BULLETIN_CHILEAN,a3_single_cluster_self,1.0
NICARAGUA,NICARAGUA (HONDURAS GUATEMALA SALVADOR),CANONICAL_ENTITY:NICARAGUA_HONDURAS_GUATEMALA_SALVADOR,a3_single_cluster_self,1.0
NURI SAID,NURI SAID,CANONICAL_ENTITY:NURI_SAID,a5_consolidated,0.91
KING HUSSAIN,KING HUSSAIN,CANONICAL_ENTITY:KING_HUSSAIN,a5_consolidated,0.91
NEPAL,NEPAL (NEPALESE IRAN COUNTRY),CANONICAL_ENTITY:NEPAL_NEPALESE_IRAN_COUNTRY,a3_single_cluster_self,1.0
SOCIALISTS,SOCIALISTS,CANONICAL_ENTITY:SOCIALISTS,multi_sense_label,1.0
MIKOYAN,MIKOYAN (BULLETIN PRAVDA MOSCOW),CANONICAL_ENTITY:MIKOYAN_BULLETIN_PRAVDA_MOSCOW,a3_single_cluster_self,1.0
GOMULKA,GOMULKA (SPYCHALSKI BULLETIN POLISH),CANONICAL_ENTITY:GOMULKA_SPYCHALSKI_BULLETIN_POLISH,a3_single_cluster_self,1.0
FINLAND,FINLAND (COUNTRY BULLETIN EGYPT),CANONICAL_ENTITY:FINLAND_COUNTRY_BULLETIN_EGYPT,a3_single_cluster_self,1.0
BOURGUIBA,BOURGUIBA,CANONICAL_ENTITY:BOURGUIBA,a5_consolidated,0.91
PHOUMI,GENERAL PHOUMI,CANONICAL_ENTITY:GENERAL_PHOUMI,accept_rule,1.0
SIHANOUK,SIHANOUK,CANONICAL_ENTITY:SIHANOUK,a5_consolidated,0.91
KING HUSAYN,KING HUSAYN,CANONICAL_ENTITY:KING_HUSAYN,a5_consolidated,0.91
BULGARIA,BULGARIA (COUNTRY BULLETIN INTELLIGENCE),CANONICAL_ENTITY:BULGARIA_COUNTRY_BULLETIN_INTELLIGENCE,a3_single_cluster_self,1.0
LUANG PRABANG,LUANG PRABANG (LAOS VIET BULLETIN),CANONICAL_ENTITY:LUANG_PRABANG_LAOS_VIET_BULLETIN,a3_single_cluster_self,1.0
LAOTIAN GOVERNMENT,LAOTIAN GOVERNMENT,CANONICAL_ENTITY:LAOTIAN_GOVERNMENT,multi_sense_label,1.0
HO CHI MINH,HO CHI MINH (LATTRE BULLETIN LEADER),CANONICAL_ENTITY:HO_CHI_MINH_LATTRE_BULLETIN_LEADER,a3_single_cluster_self,1.0
SAIGON,SAIGON (1952 BULLETIN CITY),CANONICAL_ENTITY:SAIGON_1952_BULLETIN_CITY,a3_single_cluster_self,1.0
TEHRAN,TEHRAN (BULLETIN BURMESE IRAN),CANONICAL_ENTITY:TEHRAN_BULLETIN_BURMESE_IRAN,a3_single_cluster_self,1.0
NATIONAL SECURITY COUNCIL,NATIONAL SECURITY COUNCIL,CANONICAL_ENTITY:NATIONAL_SECURITY_COUNCIL,multi_sense_label,1.0
FORMOSA,FORMOSA (USSR BULLETIN SOVIET),CANONICAL_ENTITY:FORMOSA_USSR_BULLETIN_SOVIET,a3_single_cluster_self,1.0
UNU,UNU,CANONICAL_ENTITY:UNU,multi_sense_label,1.0
PARIS,PARIS (BULLETIN 21 INTELLIGENCE),CANONICAL_ENTITY:PARIS_BULLETIN_21_INTELLIGENCE,a3_single_cluster_self,1.0
MASJUMI,MASJUMI,CANONICAL_ENTITY:MASJUMI,multi_sense_label,1.0
KONG LE,KONG LE,CANONICAL_ENTITY:KONG_LE,a5_consolidated,0.91
HONDURAS,HONDURAS (COUNTRY BULLETIN GUATEMALA),CANONICAL_ENTITY:HONDURAS_COUNTRY_BULLETIN_GUATEMALA,a3_single_cluster_self,1.0
CHINESE COMMUNIST PARTY,CHINESE COMMUNIST PARTY,CANONICAL_ENTITY:CHINESE_COMMUNIST_PARTY,multi_sense_label,1.0
HATTA,HATTA (BULLETIN SUKARNO INDONESIA),CANONICAL_ENTITY:HATTA_BULLETIN_SUKARNO_INDONESIA,a3_single_cluster_self,1.0
MALENKOV,MALENKOV (BULLETIN IS IRANIAN),CANONICAL_ENTITY:MALENKOV_BULLETIN_IS_IRANIAN,a3_single_cluster_self,1.0
ARCHBISHOP MAKARIOS,ARCHBISHOP MAKARIOS (CYPRUS BULLETIN LEADER),CANONICAL_ENTITY:ARCHBISHOP_MAKARIOS_CYPRUS_BULLETIN_LEADER,a3_single_cluster_self,1.0
EISENHOWER,EISENHOWER,CANONICAL_ENTITY:EISENHOWER,a5_consolidated,0.91
COSTA RICA,COSTA RICA (COUNTRY BULLETIN IS),CANONICAL_ENTITY:COSTA_RICA_COUNTRY_BULLETIN_IS,a3_single_cluster_self,1.0
EDEN,EDEN (BULLETIN WHO INTELLIGENCE),CANONICAL_ENTITY:EDEN_BULLETIN_WHO_INTELLIGENCE,a3_single_cluster_self,1.0
BAGHDAD,BAGHDAD (1952 IRAQ CAPITAL),CANONICAL_ENTITY:BAGHDAD_1952_IRAQ_CAPITAL,a3_single_cluster_self,1.0
DEMOCRATIC PARTY,DEMOCRATIC PARTY,CANONICAL_ENTITY:DEMOCRATIC_PARTY,multi_sense_label,1.0
DALAI LAMA,DALAI LAMA (TIBET BULLETIN LEADER),CANONICAL_ENTITY:DALAI_LAMA_TIBET_BULLETIN_LEADER,a3_single_cluster_self,1.0
DAMASCUS,DAMASCUS (CAPITAL BULLETIN SYRIA),CANONICAL_ENTITY:DAMASCUS_CAPITAL_BULLETIN_SYRIA,a3_single_cluster_self,1.0
GENERAL NAGIB,GENERAL NAGIB,CANONICAL_ENTITY:GENERAL_NAGIB,a5_consolidated,0.91
TUDEH,TUDEH,CANONICAL_ENTITY:TUDEH,multi_sense_label,1.0
SOCIAL DEMOCRATS,SOCIAL DEMOCRATS,CANONICAL_ENTITY:SOCIAL_DEMOCRATS,multi_sense_label,1.0
MENDERES,MENDERES,CANONICAL_ENTITY:MENDERES,a5_consolidated,0.91
KING SAVANG,KING SAVANG,CANONICAL_ENTITY:KING_SAVANG,a5_consolidated,0.91
REPUBLIC OF THE CONGO,REPUBLIC OF THE CONGO (LUMUMBA INDONESIA COUNTRY),CANONICAL_ENTITY:REPUBLIC_OF_THE_CONGO_LUMUMBA_INDONESIA_COUNTRY,a3_single_cluster_self,1.0
SOUVANNA,SOUVANNA (BULLETIN IS SYRIA),CANONICAL_ENTITY:SOUVANNA_BULLETIN_IS_SYRIA,a3_single_cluster_self,1.0
INDONESIAN GOVERNMENT,INDONESIAN GOVERNMENT,CANONICAL_ENTITY:INDONESIAN_GOVERNMENT,multi_sense_label,1.0
KATANGA,KATANGA (LUMUMBA BULLETIN BRUSSELS),CANONICAL_ENTITY:KATANGA_LUMUMBA_BULLETIN_BRUSSELS,a3_single_cluster_self,1.0
ORGANIZATION OF AMERICAN STATES,ORGANIZATION OF AMERICAN STATES,CANONICAL_ENTITY:ORGANIZATION_OF_AMERICAN_STATES,multi_sense_label,1.0
COLOMBIA,COLOMBIA (1952 COUNTRY BULLETIN),CANONICAL_ENTITY:COLOMBIA_1952_COUNTRY_BULLETIN,a3_single_cluster_self,1.0
UN SECURITY COUNCIL,UN SECURITY COUNCIL,CANONICAL_ENTITY:UN_SECURITY_COUNCIL,multi_sense_label,1.0
SOUPHANNOUVONG,SOUPHANNOUVONG,CANONICAL_ENTITY:SOUPHANNOUVONG,a5_consolidated,0.91
ZAHEDI,ZAHEDI,CANONICAL_ENTITY:ZAHEDI,a5_consolidated,0.91
MEXICO,MEXICO (COUNTRY BULLETIN CZECHOSLOVAKIA),CANONICAL_ENTITY:MEXICO_COUNTRY_BULLETIN_CZECHOSLOVAKIA,a3_single_cluster_self,1.0
EL SALVADOR,EL SALVADOR (COUNTRY BULLETIN GUATEMALA),CANONICAL_ENTITY:EL_SALVADOR_COUNTRY_BULLETIN_GUATEMALA,a3_single_cluster_self,1.0
FRENCH FOREIGN MINISTRY,FRENCH FOREIGN MINISTRY,CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTRY,multi_sense_label,1.0
EGYPTIAN GOVERNMENT,EGYPTIAN GOVERNMENT,CANONICAL_ENTITY:EGYPTIAN_GOVERNMENT,multi_sense_label,1.0
TRIESTE,TRIESTE (BULLETIN YUGOSLAVIA SOVIET),CANONICAL_ENTITY:TRIESTE_BULLETIN_YUGOSLAVIA_SOVIET,a3_single_cluster_self,1.0
DIEN BIEN PHU,DIEN BIEN PHU (VIET BULLETIN MINH),CANONICAL_ENTITY:DIEN_BIEN_PHU_VIET_BULLETIN_MINH,a3_single_cluster_self,1.0
CHANG MYON,CHANG MYON (KOREA BULLETIN PUNG),CANONICAL_ENTITY:CHANG_MYON_KOREA_BULLETIN_PUNG,a3_single_cluster_self,1.0
BERLIN,BERLIN (BULLETIN CITY USSR),CANONICAL_ENTITY:BERLIN_BULLETIN_CITY_USSR,a3_single_cluster_self,1.0
INDOCHINA,INDOCHINA (LATTRE BULLETIN REGION),CANONICAL_ENTITY:INDOCHINA_LATTRE_BULLETIN_REGION,a3_single_cluster_self,1.0
SOCIAL DEMOCRATIC PARTY,SOCIAL DEMOCRATIC PARTY,CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_PARTY,multi_sense_label,1.0
YOSHIDA,YOSHIDA,CANONICAL_ENTITY:YOSHIDA,a5_consolidated,0.91
PHILIPPINES,PHILIPPINES (COUNTRY BULLETIN COWEN),CANONICAL_ENTITY:PHILIPPINES_COUNTRY_BULLETIN_COWEN,a3_single_cluster_self,1.0
AMERICAN AMBASSADOR,AMERICAN AMBASSADOR (FINANCIAL BULLETIN SPAIN),CANONICAL_ENTITY:AMERICAN_AMBASSADOR_FINANCIAL_BULLETIN_SPAIN,a3_single_cluster_self,1.0
NATIONALIST CHINA,NATIONALIST CHINA (BULLETIN IS JAPAN),CANONICAL_ENTITY:NATIONALIST_CHINA_BULLETIN_IS_JAPAN,a3_single_cluster_self,1.0
STANLEYVILLE,STANLEYVILLE (LUMUMBA BULLETIN PUBLIQUE),CANONICAL_ENTITY:STANLEYVILLE_LUMUMBA_BULLETIN_PUBLIQUE,a3_single_cluster_self,1.0
SEATO,SEATO,CANONICAL_ENTITY:SEATO,multi_sense_label,1.0
NKRUMAH,NKRUMAH,CANONICAL_ENTITY:NKRUMAH,a5_consolidated,0.91
NATIONAL PARTY,NATIONAL PARTY,CANONICAL_ENTITY:NATIONAL_PARTY,multi_sense_label,1.0
PRINCE SIHANOUK,SIHANOUK,CANONICAL_ENTITY:SIHANOUK,accept_rule,1.0
UNITED KINGDOM,UNITED KINGDOM,CANONICAL_ENTITY:UNITED_KINGDOM,a5_consolidated,0.91
YUGOSLAV GOVERNMENT,YUGOSLAV GOVERNMENT,CANONICAL_ENTITY:YUGOSLAV_GOVERNMENT,multi_sense_label,1.0
NATIONAL FRONT,NATIONAL FRONT,CANONICAL_ENTITY:NATIONAL_FRONT,multi_sense_label,1.0
URUGUAY,URUGUAY (COUNTRY BULLETIN ARGENTINA),CANONICAL_ENTITY:URUGUAY_COUNTRY_BULLETIN_ARGENTINA,a3_single_cluster_self,1.0
AMERICAN EMBASSY IN PARIS,AMERICAN EMBASSY IN PARIS,CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_PARIS,multi_sense_label,1.0
AMBASSADOR DILLON,AMBASSADOR DILLON,CANONICAL_ENTITY:AMBASSADOR_DILLON,a5_consolidated,0.91
IRANIAN GOVERNMENT,IRANIAN GOVERNMENT,CANONICAL_ENTITY:IRANIAN_GOVERNMENT,multi_sense_label,1.0
SECRETARY OF STATE,SECRETARY OF STATE (HEAD BULLETIN INVESTIGATION),CANONICAL_ENTITY:SECRETARY_OF_STATE_HEAD_BULLETIN_INVESTIGATION,a3_single_cluster_self,1.0
SINGAPORE,SINGAPORE (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:SINGAPORE_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
SARIT,SARIT,CANONICAL_ENTITY:SARIT,a5_consolidated,0.91
TRUJILLO,TRUJILLO,CANONICAL_ENTITY:TRUJILLO,a5_consolidated,0.91
LONDON,LONDON (1952 BULLETIN MEASURES),CANONICAL_ENTITY:LONDON_1952_BULLETIN_MEASURES,a3_single_cluster_self,1.0
BIDAULT,BIDAULT (1952 BULLETIN PLEVEN),CANONICAL_ENTITY:BIDAULT_1952_BULLETIN_PLEVEN,a3_single_cluster_self,1.0
BUNDESTAG,BUNDESTAG,CANONICAL_ENTITY:BUNDESTAG,multi_sense_label,1.0
CHRISTIAN DEMOCRATIC PARTY,CHRISTIAN DEMOCRATIC PARTY,CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_PARTY,multi_sense_label,1.0
RANGOON,RANGOON (BULLETIN CITY USSR),CANONICAL_ENTITY:RANGOON_BULLETIN_CITY_USSR,a3_single_cluster_self,1.0
MALAYA,MALAYA (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:MALAYA_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
KUWAIT,KUWAIT (BULLETIN IS TUDEH),CANONICAL_ENTITY:KUWAIT_BULLETIN_IS_TUDEH,a3_single_cluster_self,1.0
SOUTH AFRICA,SOUTH AFRICA (COUNTRY BULLETIN NEW),CANONICAL_ENTITY:SOUTH_AFRICA_COUNTRY_BULLETIN_NEW,a3_single_cluster_self,1.0
CHEN YI,CHEN YI (BULLETIN COMMUNISTS WHO),CANONICAL_ENTITY:CHEN_YI_BULLETIN_COMMUNISTS_WHO,a3_single_cluster_self,1.0
ICELAND,ICELAND (COUNTRY BULLETIN YUGOSLAVIA),CANONICAL_ENTITY:ICELAND_COUNTRY_BULLETIN_YUGOSLAVIA,a3_single_cluster_self,1.0
INTERNATIONAL CONTROL COMMISSION,INTERNATIONAL CONTROL COMMISSION,CANONICAL_ENTITY:INTERNATIONAL_CONTROL_COMMISSION,multi_sense_label,1.0
DIEM GOVERNMENT,DIEM GOVERNMENT,CANONICAL_ENTITY:DIEM_GOVERNMENT,multi_sense_label,1.0
INDIAN GOVERNMENT,INDIAN GOVERNMENT,CANONICAL_ENTITY:INDIAN_GOVERNMENT,multi_sense_label,1.0
BAGHDAD PACT,BAGHDAD PACT (BULLETIN ALLIANCE INTELLIGENCE),CANONICAL_ENTITY:BAGHDAD_PACT_BULLETIN_ALLIANCE_INTELLIGENCE,a3_single_cluster_self,1.0
MOSLEM BROTHERHOOD,MOSLEM BROTHERHOOD,CANONICAL_ENTITY:MOSLEM_BROTHERHOOD,multi_sense_label,1.0
PRINCE SOUPHANNOUVONG,SOUPHANNOUVONG,CANONICAL_ENTITY:SOUPHANNOUVONG,accept_rule,1.0
ATTORNEY GENERAL,ATTORNEY GENERAL (BULLETIN INTELLIGENCE HEAD),CANONICAL_ENTITY:ATTORNEY_GENERAL_BULLETIN_INTELLIGENCE_HEAD,a3_single_cluster_self,1.0
ANGLO IRANIAN OIL COMPANY,ANGLO IRANIAN OIL COMPANY,CANONICAL_ENTITY:ANGLO_IRANIAN_OIL_COMPANY,multi_sense_label,1.0
BOHLEN,BOHLEN (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:BOHLEN_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
GREAT BRITAIN,GREAT BRITAIN (COUNTRY BULLETIN FRANCE),CANONICAL_ENTITY:GREAT_BRITAIN_COUNTRY_BULLETIN_FRANCE,a3_single_cluster_self,1.0
BELGRADE,BELGRADE (YUGOSLAVIA CAPITAL BULLETIN),CANONICAL_ENTITY:BELGRADE_YUGOSLAVIA_CAPITAL_BULLETIN,a3_single_cluster_self,1.0
SINO SOVIET BLOC,SINO SOVIET BLOC,CANONICAL_ENTITY:SINO_SOVIET_BLOC,multi_sense_label,1.0
HAITI,HAITI (COUNTRY BULLETIN MAY),CANONICAL_ENTITY:HAITI_COUNTRY_BULLETIN_MAY,a3_single_cluster_self,1.0
DAUD,DAUD,CANONICAL_ENTITY:DAUD,a5_consolidated,0.91
SUBANDRIO,SUBANDRIO (BULLETIN KHRUSHCHEV WHO),CANONICAL_ENTITY:SUBANDRIO_BULLETIN_KHRUSHCHEV_WHO,a3_single_cluster_self,1.0
UN GENERAL ASSEMBLY,UN GENERAL ASSEMBLY,CANONICAL_ENTITY:UN_GENERAL_ASSEMBLY,multi_sense_label,1.0
SOVIET GOVERNMENT,SOVIET GOVERNMENT,CANONICAL_ENTITY:SOVIET_GOVERNMENT,multi_sense_label,1.0
ITALIAN GOVERNMENT,ITALIAN GOVERNMENT,CANONICAL_ENTITY:ITALIAN_GOVERNMENT,multi_sense_label,1.0
TSHOMBE,TSHOMBE,CANONICAL_ENTITY:TSHOMBE,a5_consolidated,0.91
PERU,PERU (CARACAS COUNTRY BULLETIN),CANONICAL_ENTITY:PERU_CARACAS_COUNTRY_BULLETIN,a3_single_cluster_self,1.0
UNITED ARAB REPUBLIC,UNITED ARAB REPUBLIC,CANONICAL_ENTITY:UNITED_ARAB_REPUBLIC,a5_consolidated,0.91
AMBASSADOR BOHLEN,BOHLEN,CANONICAL_ENTITY:BOHLEN,accept_rule,1.0
KOREA,KOREA (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:KOREA_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
CROWN PRINCE FAYSAL,CROWN PRINCE FAYSAL (SAUD BULLETIN ARABIA),CANONICAL_ENTITY:CROWN_PRINCE_FAYSAL_SAUD_BULLETIN_ARABIA,a3_single_cluster_self,1.0
ANGOLA,ANGOLA (MOZAMBIQUE BULLETIN PORTUGAL),CANONICAL_ENTITY:ANGOLA_MOZAMBIQUE_BULLETIN_PORTUGAL,a3_single_cluster_self,1.0
AMBASSADOR HEATH,AMBASSADOR HEATH,CANONICAL_ENTITY:AMBASSADOR_HEATH,a5_consolidated,0.91
PEOPLES DAILY,PEOPLES DAILY (BULLETIN PEIPING NEWSPAPER),CANONICAL_ENTITY:PEOPLES_DAILY_BULLETIN_PEIPING_NEWSPAPER,a3_single_cluster_self,1.0
HONG KONG,HONG KONG (BULLETIN CHINESE COMPANY),CANONICAL_ENTITY:HONG_KONG_BULLETIN_CHINESE_COMPANY,a3_single_cluster_self,1.0
TOKYO,TOKYO (VIET BULLETIN MINH),CANONICAL_ENTITY:TOKYO_VIET_BULLETIN_MINH,a3_single_cluster_self,1.0
CANADA,CANADA (COUNTRY BULLETIN NATO),CANONICAL_ENTITY:CANADA_COUNTRY_BULLETIN_NATO,a3_single_cluster_self,1.0
KRISHNA MENON,KRISHNA MENON (NEHRU BULLETIN THIMAYYA),CANONICAL_ENTITY:KRISHNA_MENON_NEHRU_BULLETIN_THIMAYYA,a3_single_cluster_self,1.0
PHNOM PENH,PHNOM PENH (CAMBODIA CAPITAL BULLETIN),CANONICAL_ENTITY:PHNOM_PENH_CAMBODIA_CAPITAL_BULLETIN,a3_single_cluster_self,1.0
AYUB,AYUB,CANONICAL_ENTITY:AYUB,a5_consolidated,0.91
INDONESIAN COMMUNIST PARTY,INDONESIAN COMMUNIST PARTY,CANONICAL_ENTITY:INDONESIAN_COMMUNIST_PARTY,multi_sense_label,1.0
FRENCH ARMY,FRENCH ARMY,CANONICAL_ENTITY:FRENCH_ARMY,multi_sense_label,1.0
GENERAL NASUTION,GENERAL NASUTION,CANONICAL_ENTITY:GENERAL_NASUTION,a5_consolidated,0.91
KING MOHAMED V,KING MOHAMED V,CANONICAL_ENTITY:KING_MOHAMED_V,a5_consolidated,0.91
PRESIDENT EISENHOWER,EISENHOWER,CANONICAL_ENTITY:EISENHOWER,accept_rule,1.0
KING FAROUK,KING FAROUK,CANONICAL_ENTITY:KING_FAROUK,a5_consolidated,0.91
OAS,ORGANIZATION OF AMERICAN STATES,CANONICAL_ENTITY:ORGANIZATION_OF_AMERICAN_STATES,accept_rule,1.0
CASTRO,CASTRO (CUBA BATISTA BULLETIN),CANONICAL_ENTITY:CASTRO_CUBA_BATISTA_BULLETIN,a3_single_cluster_self,1.0
CHINESE NATIONALIST,CHINESE NATIONALIST,CANONICAL_ENTITY:CHINESE_NATIONALIST,multi_sense_label,1.0
LIBERAL DEMOCRATIC PARTY,LIBERAL DEMOCRATIC PARTY,CANONICAL_ENTITY:LIBERAL_DEMOCRATIC_PARTY,multi_sense_label,1.0
DENMARK,DENMARK (AS COUNTRY BULLETIN),CANONICAL_ENTITY:DENMARK_AS_COUNTRY_BULLETIN,a3_single_cluster_self,1.0
MALIK,MALIK,CANONICAL_ENTITY:MALIK,a5_consolidated,0.91
TAIWAN STRAIT,TAIWAN STRAIT (BULLETIN ARABIA MEETING),CANONICAL_ENTITY:TAIWAN_STRAIT_BULLETIN_ARABIA_MEETING,a3_single_cluster_self,1.0
BOUN OUM,BOUN OUM,CANONICAL_ENTITY:BOUN_OUM,a5_consolidated,0.91
EOKA,EOKA,CANONICAL_ENTITY:EOKA,multi_sense_label,1.0
AMBASSADOR THOMPSON,AMBASSADOR THOMPSON,CANONICAL_ENTITY:AMBASSADOR_THOMPSON,a5_consolidated,0.91
LABOR PARTY,LABOR PARTY,CANONICAL_ENTITY:LABOR_PARTY,multi_sense_label,1.0
AMBASSADOR HENDERSON,AMBASSADOR HENDERSON,CANONICAL_ENTITY:AMBASSADOR_HENDERSON,a5_consolidated,0.91
TASS,TASS,CANONICAL_ENTITY:TASS,multi_sense_label,1.0
FRENCH COMMUNIST PARTY,FRENCH COMMUNIST PARTY,CANONICAL_ENTITY:FRENCH_COMMUNIST_PARTY,multi_sense_label,1.0
ALGIERS,ALGIERS (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:ALGIERS_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
NE WIN,NE WIN,CANONICAL_ENTITY:NE_WIN,a5_consolidated,0.91
MALI,MALI (COUNTRY BULLETIN MARCH),CANONICAL_ENTITY:MALI_COUNTRY_BULLETIN_MARCH,a3_single_cluster_self,1.0
DEPARTMENT OF THE INTERIOR,DEPARTMENT OF THE INTERIOR,CANONICAL_ENTITY:DEPARTMENT_OF_THE_INTERIOR,a5_consolidated,0.91
KARAMANLIS,KARAMANLIS,CANONICAL_ENTITY:KARAMANLIS,a5_consolidated,0.91
CHRISTIAN DEMOCRATS,CHRISTIAN DEMOCRATS,CANONICAL_ENTITY:CHRISTIAN_DEMOCRATS,multi_sense_label,1.0
PHIBUN,PHIBUN,CANONICAL_ENTITY:PHIBUN,a5_consolidated,0.91
BANDARANAIKE,BANDARANAIKE,CANONICAL_ENTITY:BANDARANAIKE,a5_consolidated,0.91
RAUL CASTRO,RAUL CASTRO,CANONICAL_ENTITY:RAUL_CASTRO,a5_consolidated,0.91
GENEVA,GENEVA (INTELLIGENCE BULLETIN CENTRAL),CANONICAL_ENTITY:GENEVA_INTELLIGENCE_BULLETIN_CENTRAL,a3_single_cluster_self,1.0
JAPANESE GOVERNMENT,JAPANESE GOVERNMENT,CANONICAL_ENTITY:JAPANESE_GOVERNMENT,multi_sense_label,1.0
SUEZ CANAL,SUEZ CANAL (BULLETIN EGYPT AS),CANONICAL_ENTITY:SUEZ_CANAL_BULLETIN_EGYPT_AS,a3_single_cluster_self,1.0
WARSAW,WARSAW (BULLETIN POLISH BUCHAREST),CANONICAL_ENTITY:WARSAW_BULLETIN_POLISH_BUCHAREST,a3_single_cluster_self,1.0
MAJLIS,MAJLIS,CANONICAL_ENTITY:MAJLIS,multi_sense_label,1.0
SCHUMAN,SCHUMAN (BULLETIN FRANCE UK),CANONICAL_ENTITY:SCHUMAN_BULLETIN_FRANCE_UK,a3_single_cluster_self,1.0
BUDAPEST,BUDAPEST (BULLETIN UNREST CZECHOSLOVAKIA),CANONICAL_ENTITY:BUDAPEST_BULLETIN_UNREST_CZECHOSLOVAKIA,a3_single_cluster_self,1.0
INDONESIAN ARMY,INDONESIAN ARMY,CANONICAL_ENTITY:INDONESIAN_ARMY,multi_sense_label,1.0
XIENG KHOUANG,XIENG KHOUANG,CANONICAL_ENTITY:XIENG_KHOUANG,multi_sense_label,1.0
ZHUKOV,ZHUKOV (BULLETIN LEADER USSR),CANONICAL_ENTITY:ZHUKOV_BULLETIN_LEADER_USSR,a3_single_cluster_self,1.0
CROWN PRINCE BADR,CROWN PRINCE BADR,CANONICAL_ENTITY:CROWN_PRINCE_BADR,a5_consolidated,0.91
IMAM,IMAM (BULLETIN INTELLIGENCE AGAINST),CANONICAL_ENTITY:IMAM_BULLETIN_INTELLIGENCE_AGAINST,a3_single_cluster_self,1.0
FRENCH NATIONAL ASSEMBLY,FRENCH NATIONAL ASSEMBLY,CANONICAL_ENTITY:FRENCH_NATIONAL_ASSEMBLY,multi_sense_label,1.0
CUBAN GOVERNMENT,CUBAN GOVERNMENT,CANONICAL_ENTITY:CUBAN_GOVERNMENT,multi_sense_label,1.0
LAOTIAN ARMY,LAOTIAN ARMY,CANONICAL_ENTITY:LAOTIAN_ARMY,multi_sense_label,1.0
SHIGEMITSU,SHIGEMITSU (YOSHIDA BULLETIN LEADER),CANONICAL_ENTITY:SHIGEMITSU_YOSHIDA_BULLETIN_LEADER,a3_single_cluster_self,1.0
